,transcript_file,speaker_code,transcript_clean,is_grammatical,note
17109,Thomas/020702.cha,CAR,is that so we can all go up to the sky?,,
17110,Thomas/020702.cha,CHI,oh.,,
17111,Thomas/020702.cha,CHI,one firework.,0.0,
17112,Thomas/020702.cha,CHI,fire.,,
17113,Thomas/020702.cha,CHI,one firework not.,-1.0,
17114,Thomas/020702.cha,CAR,sorry.,,
17115,Thomas/020702.cha,CHI,reach the ladder for me.,1.0,
17116,Thomas/020702.cha,CHI,reach.,,
17117,Thomas/020702.cha,CHI,it's very hot.,1.0,
17118,Thomas/020702.cha,CAR,very hot.,,
17119,Thomas/020702.cha,CHI,hm.,,
17120,Thomas/020702.cha,CAR,it's very hot.,,
17121,Thomas/020702.cha,CHI,hm.,,
17122,Thomas/020702.cha,CHI,"sorry, firework.",-1.0,
17123,Thomas/020702.cha,CHI,problem.,,
17124,Thomas/020702.cha,CHI,a problem.,0.0,
17125,Thomas/020702.cha,CHI,problem.,,
17126,Thomas/020702.cha,CAR,there's a problem.,,
17127,Thomas/020702.cha,CHI,yes.,,
17128,Thomas/020702.cha,CAR,"oh what's the problem, Thomas?",,
17129,Thomas/020702.cha,CHI,um the fireworks problem.,1.0,
17130,Thomas/020702.cha,CAR,there's a firework problem.,,
17131,Thomas/020702.cha,CAR,oh do you think there's going to be problems?,,
17132,Thomas/020702.cha,CAR,do you think there's going to be problems and we need the fire engine.,,
17133,Thomas/020702.cha,CAR,"oh Thomas, quickly.",,
17134,Thomas/020702.cha,CAR,"come this way, sweetheart.",,
17135,Thomas/020702.cha,CHI,this way.,1.0,
17136,Thomas/020702.cha,CHI,come this way.,1.0,
17137,Thomas/020702.cha,CAR,come this way.,,
17138,Thomas/020702.cha,CAR,oh.,,
17139,Thomas/020702.cha,CAR,I think we can hear them rather than see them this way can't we?,,
17140,Thomas/020702.cha,CHI,problem.,,
17141,Thomas/020702.cha,CHI,problem that way.,-1.0,
17142,Thomas/020702.cha,CHI,problem that way.,-1.0,
17143,Thomas/020702.cha,CAR,there's a problem that way.,,
17144,Thomas/020702.cha,CHI,problem.,,
17145,Thomas/020702.cha,CHI,no bite the fire engine.,-1.0,
17146,Thomas/020702.cha,CHI,oh.,,
17147,Thomas/020702.cha,CAR,no bite the fire engine.,,
17148,Thomas/020702.cha,CAR,I don't think they'll bite the fire engine do you?,,
17149,Thomas/020702.cha,CHI,a chip pan.,0.0,
17150,Thomas/020702.cha,CHI,chip and the peas.,-1.0,
17151,Thomas/020702.cha,CHI,fire.,,
17152,Thomas/020702.cha,CAR,are you talking about a chip pan and then you were talking about chips and peas putting the fire out.,,
17153,Thomas/020702.cha,CHI,hm hm.,1.0,
17154,Thomas/020702.cha,CHI,yes.,,
17155,Thomas/020702.cha,CAR,so poor Fireman Sam as well as being busy putting bonfires out is he having to deal with a chip pan fire like the one that Aunty Mabel and Pippin had.,,
17156,Thomas/020702.cha,CHI,yes.,,
17157,Thomas/020702.cha,CAR,oh dear.,,
17158,Thomas/020702.cha,CAR,he's busy isn't he?,,
17159,Thomas/020702.cha,CHI,got the step cab.,-1.0,
17160,Thomas/020702.cha,CAR,he has got out his cab.,,
17161,Thomas/020702.cha,CHI,got the step.,-1.0,
17162,Thomas/020702.cha,CHI,watch the fireworks.,0.0,
17163,Thomas/020702.cha,CAR,oh he's standing on the step to watch the fireworks.,,
17164,Thomas/020702.cha,CHI,"um watch out, Fireman Sam.",1.0,
17165,Thomas/020702.cha,CHI,watch.,,
17166,Thomas/020702.cha,CAR,"watch out, Fireman Sam.",,
17167,Thomas/020702.cha,CAR,are you telling him to be careful?,,
17168,Thomas/020702.cha,CHI,careful not fall down bump head.,-1.0,
17169,Thomas/020702.cha,CAR,no.,,
17170,Thomas/020702.cha,CAR,he won't fall down and bump his head he has got his Fireman Sam helmet on.,,
17171,Thomas/020702.cha,CHI,see the firework.,0.0,
17172,Thomas/020702.cha,CAR,did you hear that one?,,
17173,Thomas/020702.cha,CAR,that was another crackly one wasn't it?,,
17174,Thomas/020702.cha,CHI,not chip.,-1.0,
17175,Thomas/020702.cha,CHI,not the chip pan.,-1.0,
17176,Thomas/020702.cha,CHI,no.,,
17177,Thomas/020702.cha,CHI,drove off now.,-1.0,
17178,Thomas/020702.cha,CAR,he has driven off now has he?,,
17179,Thomas/020702.cha,CHI,Pippin chip pan on.,-1.0,
17180,Thomas/020702.cha,CHI,Pip Pippin.,0.0,
17181,Thomas/020702.cha,CHI,a Pippin house.,0.0,
17182,Thomas/020702.cha,CAR,Pippin's house.,,
17183,Thomas/020702.cha,CAR,do you think Aunty Mabel's having any fireworks?,,
17184,Thomas/020702.cha,CAR,do you think she is?,,
17185,Thomas/020702.cha,CAR,the trouble is Pippin's a dog and Pippin.,,
17186,Thomas/020702.cha,CHI,no.,,
17187,Thomas/020702.cha,CHI,not have the firework.,-1.0,
17188,Thomas/020702.cha,CAR,"you've got to keep animals on bonfire night, Thomas.",,
17189,Thomas/020702.cha,CAR,it's very frightening for them isn't it?,,
17190,Thomas/020702.cha,CHI,oh.,,
17191,EllisWeismer/TD/30pc/11057.cha,CHI,mommy want a sticker?,-1.0,
17192,EllisWeismer/TD/30pc/11057.cha,CAR,sure.,,
17193,EllisWeismer/TD/30pc/11057.cha,CHI,whoops.,,
17194,EllisWeismer/TD/30pc/11057.cha,CHI,you got one.,1.0,
17195,EllisWeismer/TD/30pc/11057.cha,CHI,you got one.,1.0,
17196,EllisWeismer/TD/30pc/11057.cha,CHI,hey.,,
17197,EllisWeismer/TD/30pc/11057.cha,CAR,should we play with this?,,
17198,EllisWeismer/TD/30pc/11057.cha,CHI,bye.,,
17199,EllisWeismer/TD/30pc/11057.cha,CAR,look these are people just like yours.,,
17200,EllisWeismer/TD/30pc/11057.cha,CHI,yeah.,,
17201,EllisWeismer/TD/30pc/11057.cha,CHI,this looks like mine.,1.0,
17202,EllisWeismer/TD/30pc/11057.cha,CHI,my grandma and grandpa's.,1.0,
17203,EllisWeismer/TD/30pc/11057.cha,CAR,like the one at grandma and grandpa's house?,,
17204,EllisWeismer/TD/30pc/11057.cha,CHI,yeah.,,
17205,EllisWeismer/TD/30pc/11057.cha,CHI,chicken goes in there.,-1.0,
17206,EllisWeismer/TD/30pc/11057.cha,CHI,no.,,
17207,EllisWeismer/TD/30pc/11057.cha,CHI,the chicken is not going in there.,1.0,
17208,EllisWeismer/TD/30pc/11057.cha,CAR,do you think the chicken goes up here?,,
17209,EllisWeismer/TD/30pc/11057.cha,CHI,no.,,
17210,EllisWeismer/TD/30pc/11057.cha,CHI,sheeps go in there.,-1.0,
17211,EllisWeismer/TD/30pc/11057.cha,CHI,oh and these these wanna go in there.,1.0,
17212,EllisWeismer/TD/30pc/11057.cha,CAR,do you think the horse goes in there?,,
17213,EllisWeismer/TD/30pc/11057.cha,CHI,yeah.,,
17214,EllisWeismer/TD/30pc/11057.cha,CAR,there's a little horse too.,,
17215,EllisWeismer/TD/30pc/11057.cha,CHI,yeah.,,
17216,EllisWeismer/TD/30pc/11057.cha,CHI,he go with the mom.,-1.0,
17217,EllisWeismer/TD/30pc/11057.cha,CHI,pig.,,
17218,EllisWeismer/TD/30pc/11057.cha,CHI,where the pig go?,-1.0,
17219,EllisWeismer/TD/30pc/11057.cha,CAR,I don't know.,,
17220,EllisWeismer/TD/30pc/11057.cha,CHI,went in here?,-1.0,
17221,EllisWeismer/TD/30pc/11057.cha,CAR,really.,,
17222,EllisWeismer/TD/30pc/11057.cha,CHI,yeah.,,
17223,EllisWeismer/TD/30pc/11057.cha,CHI,yeah.,,
17224,EllisWeismer/TD/30pc/11057.cha,CHI,can you shut this?,1.0,native
17225,EllisWeismer/TD/30pc/11057.cha,CHI,can you tush can you shut that pig?,-1.0,
17226,EllisWeismer/TD/30pc/11057.cha,CAR,mhm.,,
17227,EllisWeismer/TD/30pc/11057.cha,CAR,like that?,,
17228,EllisWeismer/TD/30pc/11057.cha,CHI,yeah.,,
17229,EllisWeismer/TD/30pc/11057.cha,CHI,where the sheep go?,-1.0,native
17230,EllisWeismer/TD/30pc/11057.cha,CHI,oh.,,
17231,EllisWeismer/TD/30pc/11057.cha,CHI,where's is the mom sheep?,0,
17232,EllisWeismer/TD/30pc/11057.cha,CAR,is over there.,,
17233,EllisWeismer/TD/30pc/11057.cha,CAR,here's another one.,,
17234,EllisWeismer/TD/30pc/11057.cha,CHI,that one goes in here with the girl.,1.0,
17235,EllisWeismer/TD/30pc/11057.cha,CHI,oh.,,
17236,EllisWeismer/TD/30pc/11057.cha,CHI,those sheep don't want to stand up.,1.0,
17237,EllisWeismer/TD/30pc/11057.cha,CHI,do she?,-1.0,
17238,EllisWeismer/TD/30pc/11057.cha,CHI,sheep.,,
17239,EllisWeismer/TD/30pc/11057.cha,CAR,what is this?,,
17240,EllisWeismer/TD/30pc/11057.cha,CHI,um.,,
17241,EllisWeismer/TD/30pc/11057.cha,CAR,I think that's hay for the horses to eat.,,
17242,EllisWeismer/TD/30pc/11057.cha,CHI,yeah.,,
17243,EllisWeismer/TD/30pc/11057.cha,CAR,think I think it sticks right on there.,,
17244,EllisWeismer/TD/30pc/11057.cha,CHI,no it's.,-1.0,
17245,EllisWeismer/TD/30pc/11057.cha,CAR,no?,,
17246,EllisWeismer/TD/30pc/11057.cha,CHI,it's for this thing.,1.0,
17247,EllisWeismer/TD/30pc/11057.cha,CAR,oh okay.,,
17248,EllisWeismer/TD/30pc/11057.cha,CHI,the pumpkin don't want to stand.,-1.0,
17249,EllisWeismer/TD/30pc/11057.cha,CHI,oh no.,1.0,
17250,EllisWeismer/TD/30pc/11057.cha,CHI,where the cow?,-1.0,
17251,EllisWeismer/TD/30pc/11057.cha,CAR,right here.,,
17252,EllisWeismer/TD/30pc/11057.cha,CHI,that one.,1.0,
17253,EllisWeismer/TD/30pc/11057.cha,CHI,the cow's don't go go in there.,0.0,
17254,EllisWeismer/TD/30pc/11057.cha,CHI,where should this go?,1.0,
17255,EllisWeismer/TD/30pc/11057.cha,CHI,right in here?,1.0,
17256,EllisWeismer/TD/30pc/11057.cha,CAR,maybe not.,,
17257,EllisWeismer/TD/30pc/11057.cha,CHI,can you put it in there?,1.0,
17258,EllisWeismer/TD/30pc/11057.cha,CAR,here.,,
17259,EllisWeismer/TD/30pc/11057.cha,CAR,we'll go like this.,,
17260,EllisWeismer/TD/30pc/11057.cha,CAR,there.,,
17261,EllisWeismer/TD/30pc/11057.cha,CAR,oh.,,
17262,EllisWeismer/TD/30pc/11057.cha,CAR,it came apart.,,
17263,EllisWeismer/TD/30pc/11057.cha,CHI,where this go?,-1.0,
17264,EllisWeismer/TD/30pc/11057.cha,CAR,where do you wanna put these people?,,
17265,EllisWeismer/TD/30pc/11057.cha,CHI,there.,,
17266,EllisWeismer/TD/30pc/11057.cha,CHI,these black sheep go in there.,1.0,
17267,EllisWeismer/TD/30pc/11057.cha,CAR,here.,,
17268,EllisWeismer/TD/30pc/11057.cha,CAR,you can make that bigger.,,
17269,EllisWeismer/TD/30pc/11057.cha,CHI,I think these go way up here.,1.0,native
17270,EllisWeismer/TD/30pc/11057.cha,CHI,there.,,
17271,EllisWeismer/TD/30pc/11057.cha,CAR,here's some more people.,,
17272,EllisWeismer/TD/30pc/11057.cha,CHI,oh thanks.,1.0,
17273,EllisWeismer/TD/30pc/11057.cha,CAR,these look like firemen.,,
17274,EllisWeismer/TD/30pc/11057.cha,CAR,do you have the horse still?,,
17275,EllisWeismer/TD/30pc/11057.cha,CHI,no.,,
17276,EllisWeismer/TD/30pc/11057.cha,CHI,yeah.,,
17277,EllisWeismer/TD/30pc/11057.cha,CHI,I still have the little one.,1.0,
17278,EllisWeismer/TD/30pc/11057.cha,CHI,look at this one.,0.0,
17279,EllisWeismer/TD/30pc/11057.cha,CHI,and the mommy one.,1.0,
17280,EllisWeismer/TD/30pc/11057.cha,CHI,um this is for mom.,1.0,
17281,EllisWeismer/TD/30pc/11057.cha,CHI,this is her mom that go.,-1.0,
17282,EllisWeismer/TD/30pc/11057.cha,CAR,oh.,,
17283,EllisWeismer/TD/30pc/11057.cha,CHI,I get a too.,-1.0,
17284,EllisWeismer/TD/30pc/11057.cha,CAR,look what else is here.,,
17285,EllisWeismer/TD/30pc/11057.cha,CAR,do you wanna do this?,,
17286,EllisWeismer/TD/30pc/11057.cha,CHI,yeah sure.,1.0,
17287,EllisWeismer/TD/30pc/11057.cha,CHI,this one gotta go with this.,-1.0,
17288,EllisWeismer/TD/30pc/11057.cha,CHI,this one gets go out and play.,-1.0,
17289,EllisWeismer/TD/30pc/11057.cha,CHI,she wants to go out and play.,1.0,
17290,EllisWeismer/TD/30pc/11057.cha,CHI,who is who is his mom?,1.0,
17291,EllisWeismer/TD/30pc/11057.cha,CHI,oh.,,
17292,EllisWeismer/TD/30pc/11057.cha,CHI,the sheep wants to go out.,1.0,
17293,EllisWeismer/TD/30pc/11057.cha,CHI,the they all want to go out.,1.0,
17294,EllisWeismer/TD/30pc/11057.cha,CHI,yeah.,,
17295,EllisWeismer/TD/30pc/11057.cha,CHI,they want to go and play.,1.0,
17296,EllisWeismer/TD/30pc/11057.cha,CHI,they want to go and play.,1.0,
17297,EllisWeismer/TD/30pc/11057.cha,CHI,then we'll see the pumpkins.,1.0,
17298,EllisWeismer/TD/30pc/11057.cha,CHI,oh the pumpkin won't stand up.,1.0,
17299,EllisWeismer/TD/30pc/11057.cha,CAR,maybe first let's go like this.,,
17300,EllisWeismer/TD/30pc/11057.cha,CAR,watch.,,
17301,EllisWeismer/TD/30pc/11057.cha,CAR,like that.,,
17302,EllisWeismer/TD/30pc/11057.cha,CHI,yeah.,,
17303,EllisWeismer/TD/30pc/11057.cha,CHI,that one is.,-1.0,
17304,EllisWeismer/TD/30pc/11057.cha,CHI,we don't want it going that way.,1.0,
17305,EllisWeismer/TD/30pc/11057.cha,CAR,I see more people.,,
17306,EllisWeismer/TD/30pc/11057.cha,CAR,uhoh.,,
17307,EllisWeismer/TD/30pc/11057.cha,CHI,uhoh.,,
17308,EllisWeismer/TD/30pc/11057.cha,CHI,he's.,,
17309,EllisWeismer/TD/30pc/11057.cha,CHI,because it's.,-1.0,
17310,EllisWeismer/TD/30pc/11057.cha,CHI,I knocked him ov I knocked him out.,1.0,
17311,EllisWeismer/TD/30pc/11057.cha,CHI,I could have pewy diaper.,0.0,
17312,EllisWeismer/TD/30pc/11057.cha,CAR,you do?,,
17313,EllisWeismer/TD/30pc/11057.cha,CHI,no I don't.,1.0,
17314,EllisWeismer/TD/30pc/11057.cha,CAR,okay.,,
17315,EllisWeismer/TD/30pc/11057.cha,CHI,uhoh.,,
17316,EllisWeismer/TD/30pc/11057.cha,CHI,daddy's cow.,0.0,
17317,EllisWeismer/TD/30pc/11057.cha,CHI,there.,,
17318,EllisWeismer/TD/30pc/11057.cha,CAR,do you wanna do this?,,
17319,EllisWeismer/TD/30pc/11057.cha,CHI,yeah sure.,1.0,
17320,EllisWeismer/TD/30pc/11057.cha,CAR,good.,,
17321,EllisWeismer/TD/30pc/11057.cha,CAR,can you put the other arm on?,,
17322,EllisWeismer/TD/30pc/11057.cha,CAR,what's that?,,
17323,EllisWeismer/TD/30pc/11057.cha,CAR,where does that go?,,
17324,EllisWeismer/TD/30pc/11057.cha,CAR,oh.,,
17325,EllisWeismer/TD/30pc/11057.cha,CHI,I want open them wide.,-1.0,
17326,EllisWeismer/TD/30pc/11057.cha,CAR,what are those?,,
17327,EllisWeismer/TD/30pc/11057.cha,CHI,eyes.,,
17328,EllisWeismer/TD/30pc/11057.cha,CAR,yeah.,,
17329,EllisWeismer/TD/30pc/11057.cha,CHI,nose.,,
17330,EllisWeismer/TD/30pc/11057.cha,CHI,nose.,,
17331,EllisWeismer/TD/30pc/11057.cha,CHI,where this go?,-1.0,
17332,EllisWeismer/TD/30pc/11057.cha,CAR,oh she's already got a mouth.,,
17333,EllisWeismer/TD/30pc/11057.cha,CAR,that's just a different mouth.,,
17334,EllisWeismer/TD/30pc/11057.cha,CHI,where it go?,-1.0,
17335,EllisWeismer/TD/30pc/11057.cha,CHI,excuse me.,1.0,
17336,EllisWeismer/TD/30pc/11057.cha,CHI,do you know what this?,-1.0,
17337,EllisWeismer/TD/30pc/11057.cha,CAR,oh okay.,,
17338,EllisWeismer/TD/30pc/11057.cha,CHI,where this go?,-1.0,
17339,EllisWeismer/TD/30pc/11057.cha,CAR,well that's just an extra mouth.,,
17340,EllisWeismer/TD/30pc/11057.cha,CAR,so you can change the mouth.,,
17341,EllisWeismer/TD/30pc/11057.cha,CAR,shou put the other arm on.,,
17342,EllisWeismer/TD/30pc/11057.cha,CHI,okay.,,
17343,EllisWeismer/TD/30pc/11057.cha,CHI,in this.,0,
17344,EllisWeismer/TD/30pc/11057.cha,CHI,what in here?,-1.0,
17345,EllisWeismer/TD/30pc/11057.cha,CHI,a.,,
17346,EllisWeismer/TD/30pc/11057.cha,CHI,what is what is in here?,1.0,
17347,EllisWeismer/TD/30pc/11057.cha,CHI,can I open it wide?,1.0,native
17348,EllisWeismer/TD/30pc/11057.cha,CAR,hm?,,
17349,EllisWeismer/TD/30pc/11057.cha,CHI,can I open it wide?,1.0,
17350,EllisWeismer/TD/30pc/11057.cha,CHI,the front of.,-1.0,
17351,EllisWeismer/TD/30pc/11057.cha,CHI,oh.,,
17352,EllisWeismer/TD/30pc/11057.cha,CAR,oh you gotta put the ears on before the glasses will stay.,,
17353,EllisWeismer/TD/30pc/11057.cha,CHI,oh yeah.,1.0,
17354,EllisWeismer/TD/30pc/11057.cha,CAR,oh there's only one ear.,,
17355,EllisWeismer/TD/30pc/11057.cha,CHI,you put the ear.,1.0,
17356,EllisWeismer/TD/30pc/11057.cha,CAR,yeah.,,
17357,EllisWeismer/TD/30pc/11057.cha,CAR,it must be lost.,,
17358,EllisWeismer/TD/30pc/11057.cha,CAR,do you wanna put the glasses on?,,
17359,EllisWeismer/TD/30pc/11057.cha,CHI,yeah.,,
17360,EllisWeismer/TD/30pc/11057.cha,CHI,no.,,
17361,EllisWeismer/TD/30pc/11057.cha,CHI,the purse.,0.0,
17362,EllisWeismer/TD/30pc/11057.cha,CHI,I'll put the purse on.,1.0,native? I would not use put
17363,EllisWeismer/TD/30pc/11057.cha,CAR,there.,,
17364,EllisWeismer/TD/30pc/11057.cha,CHI,now let's put the glasses on.,1.0,
17365,EllisWeismer/TD/30pc/11057.cha,CAR,oh they're upside down.,,
17366,EllisWeismer/TD/30pc/11057.cha,CAR,there.,,
17367,EllisWeismer/TD/30pc/11057.cha,CHI,can I open her eye?,1.0,
17368,EllisWeismer/TD/30pc/11057.cha,CHI,when she comes in?,1.0,
17369,EllisWeismer/TD/30pc/11057.cha,CAR,what about the hat?,,
17370,EllisWeismer/TD/30pc/11057.cha,CAR,did you forget the hat?,,
17371,EllisWeismer/TD/30pc/11057.cha,CAR,it's right here.,,
17372,EllisWeismer/TD/30pc/11057.cha,CHI,yeah.,,
17373,EllisWeismer/TD/30pc/11057.cha,CHI,where should I put this?,1.0,
17374,EllisWeismer/TD/30pc/11057.cha,CAR,um you could change the mouth.,,
17375,EllisWeismer/TD/30pc/11057.cha,CAR,you could put a different one in.,,
17376,EllisWeismer/TD/30pc/11057.cha,CHI,no this goes in his mouth.,1.0,
17377,EllisWeismer/TD/30pc/11057.cha,CAR,oh.,,
17378,EllisWeismer/TD/30pc/11057.cha,CHI,this go in his lip.,-1.0,
17379,EllisWeismer/TD/30pc/11057.cha,CHI,them fit in here.,-1.0,
17380,EllisWeismer/TD/30pc/11057.cha,CAR,are they ears?,,
17381,EllisWeismer/TD/30pc/11057.cha,CHI,yes.,,
17382,EllisWeismer/TD/30pc/11057.cha,CHI,it can open wide when she's when she's coming.,1.0,
17383,EllisWeismer/TD/30pc/11057.cha,CAR,can you what?,,
17384,EllisWeismer/TD/30pc/11057.cha,CHI,can you open them up when she gets in?,1.0,
17385,EllisWeismer/TD/30pc/11057.cha,CAR,open the door?,,
17386,EllisWeismer/TD/30pc/11057.cha,CHI,no.,,
17387,EllisWeismer/TD/30pc/11057.cha,CHI,can I open them up and she gets in?,0,
17388,EllisWeismer/TD/30pc/11057.cha,CAR,I don't know what you're saying.,,
17389,EllisWeismer/TD/30pc/11057.cha,CHI,I said I'm going to open them up when she gets in.,1.0,
17390,EllisWeismer/TD/30pc/11057.cha,CAR,oh okay.,,
17391,EllisWeismer/TD/30pc/11057.cha,CHI,where's the.,-1.0,
17392,EllisWeismer/TD/30pc/11057.cha,CAR,now what are you going to do?,,
17393,EllisWeismer/TD/30pc/11057.cha,CHI,I'm going to put him in the farmer the door.,-1.0,
17394,EllisWeismer/TD/30pc/11057.cha,CHI,he's he's going to go in there.,1.0,
17395,EllisWeismer/TD/30pc/11057.cha,CHI,there.,,
17396,EllisWeismer/TD/30pc/11057.cha,CHI,she's in there.,1.0,
17397,EllisWeismer/TD/30pc/11057.cha,CHI,oh she's in the barn.,1.0,
17398,EllisWeismer/TD/30pc/11057.cha,CAR,it there?,,
17399,EllisWeismer/TD/30pc/11057.cha,CHI,no.,,
