,transcript_file,speaker_code,transcript_clean,is_grammatical,note
12651,NewEngland/32/19.cha,CHI,yeah.,,
12652,NewEngland/32/19.cha,CAR,alright.,,
12653,NewEngland/32/19.cha,CAR,have your puppet come sit on my swing.,,
12654,NewEngland/32/19.cha,CAR,I think your puppet can sit on the swings and mine will push!,,
12655,NewEngland/32/19.cha,CAR,oh!,,
12656,NewEngland/32/19.cha,CAR,don't go so high!,,
12657,NewEngland/32/19.cha,CAR,don't go so high!,,
12658,NewEngland/32/19.cha,CAR,that was really fun playing on the swings.,,
12659,NewEngland/32/19.cha,CAR,that's just plastic.,,
12660,NewEngland/32/19.cha,CAR,it's plastic in there which makes the mouth hard.,,
12661,NewEngland/32/19.cha,CAR,makes the mouth hard.,,
12662,NewEngland/32/19.cha,CAR,and this mouth is just made out of cloth so it's soft.,,
12663,NewEngland/32/19.cha,CHI,hi.,,
12664,NewEngland/32/19.cha,CAR,hello.,,
12665,NewEngland/32/19.cha,CHI,hi.,,
12666,NewEngland/32/19.cha,CAR,look what else could we do today?,,
12667,NewEngland/32/19.cha,CHI,we could play in the bed.,1,
12668,NewEngland/32/19.cha,CAR,alright.,,
12669,NewEngland/32/19.cha,CAR,let's go in our beds.,,
12670,NewEngland/32/19.cha,CAR,this is my bed.,,
12671,NewEngland/32/19.cha,CHI,this is my bed.,1,
12672,NewEngland/32/19.cha,CAR,I'm going to go to sleep.,,
12673,NewEngland/32/19.cha,CHI,I'm going to go to sleep.,1,
12674,NewEngland/32/19.cha,CAR,put his covers up.,,
12675,NewEngland/32/19.cha,CAR,good night.,,
12676,NewEngland/32/19.cha,CHI,good night.,1,
12677,NewEngland/32/19.cha,CHI,put his covers up.,0,
12678,NewEngland/32/19.cha,CAR,put his covers up?,,
12679,NewEngland/32/19.cha,CHI,good night.,1,
12680,NewEngland/32/19.cha,CAR,good night.,,
12681,NewEngland/32/19.cha,CAR,should we put them in the box and cover it up and find something else to play?,,
12682,NewEngland/32/19.cha,CHI,yeah.,,
12683,NewEngland/32/19.cha,CAR,alright.,,
12684,NewEngland/32/19.cha,CAR,why don't we put them both in the box.,,
12685,NewEngland/32/19.cha,CAR,you put the top on the box and I'll get something else.,,
12686,NewEngland/32/19.cha,CHI,I did it mom.,1,
12687,NewEngland/32/19.cha,CAR,thanks.,,
12688,NewEngland/32/19.cha,CAR,ahhah.,,
12689,NewEngland/32/19.cha,CAR,I wonder what could be in this box.,,
12690,NewEngland/32/19.cha,CAR,plunk.,,
12691,NewEngland/32/19.cha,CHI,open.,,
12692,NewEngland/32/19.cha,CHI,crayons.,,
12693,NewEngland/32/19.cha,CAR,crayons.,,
12694,NewEngland/32/19.cha,CAR,do you know any of these crayon's color names?,,
12695,NewEngland/32/19.cha,CAR,know what color this is?,,
12696,NewEngland/32/19.cha,CHI,what?,,
12697,NewEngland/32/19.cha,CAR,take a guess.,,
12698,NewEngland/32/19.cha,CAR,take a wild guess.,,
12699,NewEngland/32/19.cha,CHI,blue.,,
12700,NewEngland/32/19.cha,CAR,it's not blue.,,
12701,NewEngland/32/19.cha,CAR,try another one.,,
12702,NewEngland/32/19.cha,CHI,red.,,
12703,NewEngland/32/19.cha,CAR,red.,,
12704,NewEngland/32/19.cha,CAR,what color are my shoes?,,
12705,NewEngland/32/19.cha,CHI,I don't know.,1,
12706,NewEngland/32/19.cha,CAR,what color are my shoes?,,
12707,NewEngland/32/19.cha,CHI,red.,,
12708,NewEngland/32/19.cha,CAR,red.,,
12709,NewEngland/32/19.cha,CAR,wanna have the red crayon?,,
12710,NewEngland/32/19.cha,CHI,yeah.,,
12711,NewEngland/32/19.cha,CHI,where's paper?,1,
12712,NewEngland/32/19.cha,CAR,this is the paper right here.,,
12713,NewEngland/32/19.cha,CAR,you can use this paper or we can use this paper.,,
12714,NewEngland/32/19.cha,CHI,no.,,
12715,NewEngland/32/19.cha,CHI,no.,,
12716,NewEngland/32/19.cha,CAR,going to use that?,,
12717,NewEngland/32/19.cha,CAR,okay.,,
12718,NewEngland/32/19.cha,CAR,what are you going to make?,,
12719,NewEngland/32/19.cha,CAR,you know it would easier if you put it on the if you pretend this is a desk.,,
12720,NewEngland/32/19.cha,CAR,put this on the on this like the desk.,,
12721,NewEngland/32/19.cha,CHI,who did this mom?,1,
12722,NewEngland/32/19.cha,CAR,probably some other child who had this toy before us.,,
12723,NewEngland/32/19.cha,CAR,wanna wanna put.,,
12724,NewEngland/32/19.cha,CAR,here.,,
12725,NewEngland/32/19.cha,CAR,excuse me one second.,,
12726,NewEngland/32/19.cha,CAR,alright.,,
12727,NewEngland/32/19.cha,CAR,pretend this is a desk.,,
12728,NewEngland/32/19.cha,CAR,and if you write on that it makes it a little bit easy to do.,,
12729,NewEngland/32/19.cha,CAR,what are you going to draw a picture of?,,
12730,NewEngland/32/19.cha,CHI,a kid.,1,
12731,NewEngland/32/19.cha,CAR,a kid?,,
12732,NewEngland/32/19.cha,CHI,me.,,
12733,NewEngland/32/19.cha,CAR,you're going to draw a picture of you?,,
12734,NewEngland/32/19.cha,CHI,yeah.,,
12735,NewEngland/32/19.cha,CAR,I see.,,
12736,NewEngland/32/19.cha,CHI,that's me.,1,
12737,NewEngland/32/19.cha,CHI,this my face.,-1,
12738,NewEngland/32/19.cha,CAR,nice face.,,
12739,NewEngland/32/19.cha,CAR,can you put the eyes on?,,
12740,NewEngland/32/19.cha,CHI,yeah.,,
12741,NewEngland/32/19.cha,CAR,oh aren't they pretty.,,
12742,NewEngland/32/19.cha,CAR,and how about a big smily mouth?,,
12743,NewEngland/32/19.cha,CAR,oh.,,
12744,NewEngland/32/19.cha,CHI,I put the eyes on.,0,
12745,NewEngland/32/19.cha,CAR,I like the eyes.,,
12746,NewEngland/32/19.cha,CAR,okay how about a big smily mouth?,,
12747,NewEngland/32/19.cha,CAR,wow.,,
12748,NewEngland/32/19.cha,CHI,I wanna make sad face.,-1,
12749,NewEngland/32/19.cha,CAR,a sad face?,,
12750,NewEngland/32/19.cha,CAR,how come he's making a sad face?,,
12751,NewEngland/32/19.cha,CHI,because I wanna.,1,
12752,NewEngland/32/19.cha,CAR,oh alright.,,
12753,NewEngland/32/19.cha,CAR,maybe I'll make a picture of the mother and she can make him feel better.,,
12754,NewEngland/32/19.cha,CHI,I'm I'm making the kid the kid a toy.,1,
12755,NewEngland/32/19.cha,CAR,mhm.,,
12756,NewEngland/32/19.cha,CHI,see?,,
12757,NewEngland/32/19.cha,CHI,how about this one?,1,
12758,NewEngland/32/19.cha,CAR,alright.,,
12759,NewEngland/32/19.cha,CAR,what are you going to make on this paper?,,
12760,NewEngland/32/19.cha,CHI,I'm going to make a rainbow.,1,
12761,NewEngland/32/19.cha,CAR,taste the rainbow.,,
12762,NewEngland/32/19.cha,CAR,someday we'll find it the rainbow connection.,,
12763,NewEngland/32/19.cha,CHI,we have to put them back now.,1,
12764,NewEngland/32/19.cha,CAR,you're done with this game?,,
12765,NewEngland/32/19.cha,CHI,yeah.,,
12766,NewEngland/32/19.cha,CAR,okay.,,
12767,NewEngland/32/19.cha,CAR,I wonder if there's something in the last box.,,
12768,NewEngland/32/19.cha,CAR,here you go.,,
12769,NewEngland/32/19.cha,CHI,thanks.,,
12770,NewEngland/32/19.cha,CAR,you're welcome.,,
12771,NewEngland/32/19.cha,CAR,ah the last box is big!,,
12772,NewEngland/32/19.cha,CAR,can you put this back up on the desk buddy?,,
12773,NewEngland/32/19.cha,CAR,thanks.,,
12774,NewEngland/32/19.cha,CAR,and then you can put that on the desk and get the last box.,,
12775,NewEngland/32/19.cha,CAR,it's very big!,,
12776,NewEngland/32/19.cha,CAR,is it too heavy for you to carry?,,
12777,NewEngland/32/19.cha,CAR,oh Mister Muscle!,,
12778,NewEngland/32/19.cha,CAR,what is it?,,
12779,NewEngland/32/19.cha,CHI,a house!,1,
12780,NewEngland/32/19.cha,CAR,pull it out and let's see.,,
12781,NewEngland/32/19.cha,CAR,pull!,,
12782,NewEngland/32/19.cha,CAR,pull!,,
12783,NewEngland/32/19.cha,CHI,you.,,
12784,NewEngland/32/19.cha,CAR,alright you pull it that way I'll pull it this way.,,
12785,NewEngland/32/19.cha,CAR,you ready?,,
12786,NewEngland/32/19.cha,CAR,set go!,,
