,transcript_file,speaker_code,transcript_clean,is_grammatical,labels,age
13701,Thomas/021011.cha,CHI,I put the poo and cat poo.,-1.0,"determiner, other",34
13702,Thomas/021011.cha,CAR,"Thomas, don't be ridiculous.",,,34
13703,Thomas/021011.cha,CHI,stop it.,1.0,,34
13704,Thomas/021011.cha,CAR,anymore talk like that and you won't get your Smarties.,,,34
13705,Thomas/021011.cha,CHI,on this this train.,-1.0,"subject, verb",34
13706,Thomas/021011.cha,CHI,more like chocolate balls actually.,-1.0,"subject, verb",34
13707,Thomas/021011.cha,CAR,what's more like chocolate balls?,,,34
13708,Thomas/021011.cha,CHI,these.,,,34
13709,Thomas/021011.cha,CAR,the strawberries.,,,34
13710,Thomas/021011.cha,CHI,yes.,,,34
13711,Thomas/021011.cha,CAR,right.,,,34
13712,Thomas/021011.cha,CAR,here you are.,,,34
13713,Thomas/021011.cha,CAR,a few Smarties.,,,34
13714,Thomas/021011.cha,CAR,and don't ask for anymore because you're not getting anymore.,,,34
13715,Thomas/021011.cha,CHI,anymore later.,-1.0,"subject, verb",34
13716,Thomas/021011.cha,CAR,no.,,,34
13717,Thomas/021011.cha,CHI,I'm just saying anymore later.,1.0,,34
13718,Thomas/021011.cha,CAR,well you can say anymore later but you're not getting anymore later.,,,34
13719,Thomas/021011.cha,CAR,okay.,,,34
13720,Thomas/021011.cha,CHI,oh there's my dumper truck over there.,1.0,,34
13721,Thomas/021011.cha,CAR,Mummy has got a little bit of ironing to do so shall I do that while I'm talking to you?,,,34
13722,Thomas/021011.cha,CHI,no.,,,34
13723,Thomas/021011.cha,CHI,I not need that.,-1.0,auxiliary,34
13724,Thomas/021011.cha,CHI,"Mummy, don't.",0.0,,34
13725,Thomas/021011.cha,CHI,"Mummy, need you sit there.",-1.0,"subject, tense_aspect",34
13726,Thomas/021011.cha,CAR,"well I can't sit there, darling.",,,34
13727,Thomas/021011.cha,CAR,because I'm ironing.,,,34
13728,Thomas/021011.cha,CAR,I can stand there.,,,34
13729,Thomas/021011.cha,CAR,that's where I was going to stand.,,,34
13730,Thomas/021011.cha,CHI,no.,,,34
13731,Thomas/021011.cha,CHI,no reach that dumper truck.,-1.0,"subject, auxiliary, other",34
13732,Thomas/021011.cha,CAR,can you not reach it?,,,34
13733,Thomas/021011.cha,CHI,no.,,,34
13734,Thomas/021011.cha,CAR,"sorry, love.",,,34
13735,Thomas/021011.cha,CHI,silly Thomas.,1.0,,34
13736,Thomas/021011.cha,CAR,there.,,,34
13737,Thomas/021011.cha,CAR,if I put the put the board there that's not in your way is it?,,,34
13738,Thomas/021011.cha,CAR,and I'm a bit stick now because Daddy has been sorting all the extension leads out and the one that Mummy uses for her ironing I think is somewhere else now.,,,34
13739,Thomas/021011.cha,CAR,"oh dear dear, Thomas.",,,34
13740,Thomas/021011.cha,CHI,oh sorry.,1.0,,34
13741,Thomas/021011.cha,CHI,I not need it.,-1.0,auxiliary,34
13742,Thomas/021011.cha,CHI,lots of Smarties on it.,-1.0,verb,34
13743,Thomas/021011.cha,CHI,leaving the people.,-1.0,"subject, present_progressive",34
13744,Thomas/021011.cha,CAR,goodness.,,,34
13745,Thomas/021011.cha,CAR,what's this?,,,34
13746,Thomas/021011.cha,CHI,I not know.,-1.0,other,34
13747,Thomas/021011.cha,CAR,this is a brand new extension lead.,,,34
13748,Thomas/021011.cha,CAR,I've never had it out of the box.,,,34
13749,Thomas/021011.cha,CHI,"here you are, Mummy.",1.0,,34
13750,Thomas/021011.cha,CHI,a train brought a Smartie for you.,1.0,,34
13751,Thomas/021011.cha,CAR,oh how beautiful.,,,34
13752,Thomas/021011.cha,CAR,thank you so much.,,,34
13753,Thomas/021011.cha,CAR,a nice blue Smartie.,,,34
13754,Thomas/021011.cha,CAR,look at this.,,,34
13755,Thomas/021011.cha,CAR,this is smart isn't it?,,,34
13756,Thomas/021011.cha,CHI,yes.,,,34
13757,Thomas/021011.cha,CHI,choo choo.,0.0,,34
13758,Thomas/021011.cha,CAR,look.,,,34
13759,Thomas/021011.cha,CAR,"we use these, Thomas.",,,34
13760,Thomas/021011.cha,CAR,when we're trying to plug something in.,,,34
13761,Thomas/021011.cha,CAR,this lead on the iron is to short to go in that plug.,,,34
13762,Thomas/021011.cha,CAR,I need to stand here.,,,34
13763,Thomas/021011.cha,CAR,so you use this.,,,34
13764,Thomas/021011.cha,CAR,it's an extension lead.,,,34
13765,Thomas/021011.cha,CHI,have this.,0.0,,34
13766,Thomas/021011.cha,CHI,that's my favorite.,1.0,,34
13767,Thomas/021011.cha,CAR,what's your favorite?,,,34
13768,Thomas/021011.cha,CAR,the blue one.,,,34
13769,Thomas/021011.cha,CHI,yes.,,,34
13770,Thomas/021011.cha,CHI,this coffee one.,1.0,,34
13771,Thomas/021011.cha,CAR,the coffee one.,,,34
13772,Thomas/021011.cha,CAR,do you think it tastes like coffee?,,,34
13773,Thomas/021011.cha,CHI,yes.,,,34
13774,Thomas/021011.cha,CAR,look.,,,34
13775,Thomas/021011.cha,CAR,I'm plugging the iron into that.,,,34
13776,Thomas/021011.cha,CAR,let's hope it works.,,,34
13777,Thomas/021011.cha,CAR,yes.,,,34
13778,Thomas/021011.cha,CAR,the light has lit up.,,,34
13779,Thomas/021011.cha,CAR,oh that's good isn't it?,,,34
13780,Thomas/021011.cha,CAR,I don't normally bother ironing your socks.,,,34
13781,Thomas/021011.cha,CHI,ironing my socks.,1.0,,34
13782,Thomas/021011.cha,CAR,no.,,,34
13783,Thomas/021011.cha,CAR,I don't usually bother ironing your socks but they've got so crumpled up.,,,34
13784,Thomas/021011.cha,CAR,they've been drying on the radiator and they've been screwed up.,,,34
13785,Thomas/021011.cha,CAR,I'll just give them a quick press with that.,,,34
13786,Thomas/021011.cha,CAR,you've got lots of socks haven't you?,,,34
13787,Thomas/021011.cha,CAR,you need to eat those.,,,34
13788,Thomas/021011.cha,CAR,they're Smarties.,,,34
13789,Thomas/021011.cha,CHI,no.,,,34
13790,Thomas/021011.cha,CHI,strawberries.,,,34
13791,Thomas/021011.cha,CAR,oh the strawberries.,,,34
13792,Thomas/021011.cha,CAR,are the strawberries nice?,,,34
13793,Thomas/021011.cha,CHI,um.,,,34
13794,Thomas/021011.cha,CAR,oh well that's your your little Valentine strawberry.,,,34
13795,Thomas/021011.cha,CAR,there we are.,,,34
13796,Thomas/021011.cha,CAR,shall we light this special candle?,,,34
13797,Thomas/021011.cha,CAR,that's a Valentines Day candle isn't it?,,,34
13798,Thomas/021011.cha,CHI,um.,,,34
13799,Thomas/021011.cha,CAR,we'll do that just while the iron's heating up.,,,34
13800,Thomas/021011.cha,CHI,Mummy need to do it.,-1.0,sv_agreement,34
13801,Thomas/021011.cha,CAR,oh you can't.,,,34
13802,Thomas/021011.cha,CAR,no no.,,,34
13803,Thomas/021011.cha,CAR,we're not blowing it out yet.,,,34
13804,Thomas/021011.cha,CAR,we've just lit it.,,,34
13805,Thomas/021011.cha,CAR,I can't let you strike the match.,,,34
13806,Thomas/021011.cha,CAR,there.,,,34
13807,Thomas/021011.cha,CAR,how's that?,,,34
13808,Thomas/021011.cha,CHI,that's a match.,1.0,,34
13809,Thomas/021011.cha,CAR,this is a match.,,,34
13810,Thomas/021011.cha,CAR,that's the candle.,,,34
13811,Thomas/021011.cha,CHI,it smells like a cheeky worm.,1.0,,34
13812,Thomas/021011.cha,CAR,it smells like what?,,,34
13813,Thomas/021011.cha,CHI,cheeky worm.,-1.0,determiner,34
13814,Thomas/021011.cha,CAR,a what worm?,,,34
13815,Thomas/021011.cha,CHI,a cheeky worm.,1.0,,34
13816,Thomas/021011.cha,CAR,a cheeky worm.,,,34
13817,Thomas/021011.cha,CHI,yes.,,,34
13818,Thomas/021011.cha,CAR,"well it's sposta have a nice smell, Thomas.",,,34
13819,Thomas/021011.cha,CAR,I don't think the smell has had a chance to get out yet.,,,34
13820,Thomas/021011.cha,CAR,but it smells nice.,,,34
13821,Thomas/021011.cha,CHI,smells like dirty.,-1.0,subject,34
13822,Thomas/021011.cha,CAR,smells like dirty.,,,34
13823,Thomas/021011.cha,CAR,oh I don't think it does.,,,34
13824,Thomas/021011.cha,CAR,oh the iron sounds a bit like a snake doesn't it?,,,34
13825,Thomas/021011.cha,CAR,what's it saying?,,,34
13826,Thomas/021011.cha,CAR,what's the iron saying?,,,34
13827,Thomas/021011.cha,CAR,um.,,,34
13828,Thomas/021011.cha,CAR,psh.,,,34
13829,Thomas/021011.cha,CAR,it's a steam iron.,,,34
13830,Thomas/021011.cha,CAR,like the steam train.,,,34
13831,Thomas/021011.cha,CAR,it's a steam iron.,,,34
13832,Thomas/021011.cha,CHI,is this the train?,1.0,,34
13833,Thomas/021011.cha,CAR,um.,,,34
13834,Thomas/021011.cha,CAR,it sounds like a steam train.,,,34
13835,Thomas/021011.cha,CAR,anything with steam makes a noise doesn't it?,,,34
13836,Thomas/021011.cha,CHI,it's a train.,1.0,,34
13837,Thomas/021011.cha,CAR,um.,,,34
13838,Thomas/021011.cha,CHI,put some.,-1.0,"subject, object",34
13839,Thomas/021011.cha,CHI,put some letters in it.,0.0,,34
13840,Thomas/021011.cha,CAR,oh I see.,,,34
13841,Thomas/021011.cha,CAR,you're pretending the Smarties are letters in the back of the train are you?,,,34
13842,Thomas/021011.cha,CHI,it's a mail train.,1.0,,34
13843,Thomas/021011.cha,CAR,it's a mail train.,,,34
13844,Thomas/021011.cha,CAR,"and where's it going to, Thomas?",,,34
13845,Thomas/021011.cha,CHI,it's Mummy's house.,0.0,,34
13846,Thomas/021011.cha,CAR,Mummy's house.,,,34
13847,Thomas/021011.cha,CHI,it's going the wrong way.,1.0,,34
13848,Thomas/021011.cha,CAR,oh that's lovely.,,,34
13849,Thomas/021011.cha,CAR,are there lots of Valentines cards inside the train?,,,34
13850,Thomas/021011.cha,CHI,yes.,,,34
13851,Thomas/021011.cha,CAR,going to Mummy's house.,,,34
13852,Thomas/021011.cha,CHI,yes.,,,34
13853,Thomas/021011.cha,CAR,are they all for Mummy?,,,34
13854,Thomas/021011.cha,CHI,yes.,,,34
13855,Thomas/021011.cha,CAR,oh how lovely.,,,34
13856,Thomas/021011.cha,CAR,Daddy's going to be a little bit cross isn't he?,,,34
13857,Thomas/021011.cha,CHI,yes.,,,34
13858,Thomas/021011.cha,CHI,look.,,,34
13859,Thomas/021011.cha,CHI,just one.,0.0,,34
13860,Thomas/021011.cha,CAR,oh thank you.,,,34
13861,Thomas/021011.cha,CAR,you're handing all these Smarties away.,,,34
13862,Thomas/021011.cha,CAR,are you sure?,,,34
13863,Thomas/021011.cha,CHI,you eat it.,0.0,,34
13864,Thomas/021011.cha,CAR,can I eat it?,,,34
13865,Thomas/021011.cha,CAR,are you sure?,,,34
13866,Thomas/021011.cha,CHI,sure.,,,34
13867,Thomas/021011.cha,CAR,"oh thank you, darling.",,,34
13868,Thomas/021011.cha,CAR,very kind of you.,,,34
13869,Thomas/021011.cha,CAR,thank you.,,,34
13870,Thomas/021011.cha,CHI,and I go up the train.,-1.0,tense_aspect,34
13871,Thomas/021011.cha,CHI,you're poorly Mummy.,-1.0,other,34
13872,Thomas/021011.cha,CHI,you're poorly.,-1.0,other,34
13873,Thomas/021011.cha,CAR,um well it was the hospital.,,,34
13874,Thomas/021011.cha,CAR,it was the hospital ringing Mummy.,,,34
13875,Thomas/021011.cha,CAR,I've just got to go for a check up.,,,34
13876,Thomas/021011.cha,CAR,people do now and again.,,,34
13877,Thomas/021011.cha,CHI,check up.,-1.0,determiner,34
13878,Thomas/021011.cha,CAR,yes.,,,34
13879,Thomas/021011.cha,CAR,a check up.,,,34
13880,Thomas/021011.cha,CAR,you know like we go to the Doctor's.,,,34
13881,Thomas/021011.cha,CAR,and Doctor's just check us over to see we're alright.,,,34
13882,Thomas/021011.cha,CAR,well Mummy has to go to the hospital in March.,,,34
13883,Thomas/021011.cha,CAR,and that was the lady just phoning up to to see if we could go.,,,34
13884,Thomas/021011.cha,CAR,or if I could go.,,,34
13885,Thomas/021011.cha,CHI,and me too.,1.0,,34
13886,Thomas/021011.cha,CAR,I'm sure you'll be with me.,,,34
13887,Thomas/021011.cha,CAR,yes.,,,34
13888,Thomas/021011.cha,CHI,what about Daddy?,1.0,,34
13889,Thomas/021011.cha,CAR,uh well Daddy might come as well.,,,34
13890,Thomas/021011.cha,CAR,I don't know.,,,34
13891,Thomas/021011.cha,CAR,it's at one o'clock on Thursday the ninth of March.,,,34
13892,Thomas/021011.cha,CAR,Daddy might very well.,,,34
13893,Thomas/021011.cha,CAR,it might be Daddy's lunchtime then.,,,34
13894,Thomas/021011.cha,CAR,Daddy might call to look after you so that you don't have to come to the hospital.,,,34
13895,Thomas/021011.cha,CAR,they're quite exciting places to look at but sometimes.,,,34
13896,Thomas/021011.cha,CHI,where's that big brown red post box?,1.0,,34
13897,Thomas/021011.cha,CAR,oh oh that's a different hospital.,,,34
13898,Thomas/021011.cha,CAR,yes.,,,34
13899,Thomas/021011.cha,CAR,yes.,,,34
13900,Thomas/021011.cha,CAR,you're thinking about the one in York aren't you?,,,34
13901,Thomas/021011.cha,CAR,where there's a a huge post box at the entrance to the hospital.,,,34
13902,Thomas/021011.cha,CAR,but this is Withington Hospital just down the road.,,,34
13903,Thomas/021011.cha,CAR,and they can be exciting places to watch but if you're waiting a long time which sometimes you are I think you'll get terribly bored.,,,34
13904,Thomas/021011.cha,CAR,do you remember when we went to Wythenshaw last?,,,34
13905,Thomas/021011.cha,CAR,Wythenshaw Hospital.,,,34
13906,Thomas/021011.cha,CAR,in the waiting room there was that beautiful big red bus.,,,34
13907,Thomas/021011.cha,CAR,and Mummy and Daddy had tried all over the place to buy a big red bus and we couldn't find one.,,,34
13908,Thomas/021011.cha,CAR,and we went to the Outpatients in Wythenshaw Hospital and they had a beautiful big red bus.,,,34
13909,Thomas/021011.cha,CAR,and you played with it all the time.,,,34
13910,Thomas/021011.cha,CAR,you probably don't remember that.,,,34
13911,Thomas/021011.cha,CHI,you sing it.,1.0,,34
13912,Thomas/021011.cha,CAR,I sing it.,,,34
13913,Thomas/021011.cha,CAR,"I can't sing it, darling.",,,34
13914,Thomas/021011.cha,CHI,"Mummy, you sing a thing.",1.0,,34
13915,Thomas/021011.cha,CAR,what do you want me to sing?,,,34
13916,Thomas/021011.cha,CHI,the little red bus.,1.0,,34
13917,Thomas/021011.cha,CAR,the little red bus.,,,34
13918,Thomas/021011.cha,CAR,I only know one song about a bus and that's the Wheels on the Bus.,,,34
13919,Thomas/021011.cha,CAR,is that the one you mean?,,,34
13920,Thomas/021011.cha,CHI,no.,,,34
13921,Thomas/021011.cha,CHI,a big red bus.,1.0,,34
13922,Thomas/021011.cha,CAR,a big red bus.,,,34
13923,Thomas/021011.cha,CAR,I don't think I know a song about a big red bus.,,,34
13924,Thomas/021011.cha,CHI,yes.,,,34
13925,Thomas/021011.cha,CAR,well how does it go?,,,34
13926,Thomas/021011.cha,CHI,wheels on the bus go red red red.,0.0,,34
13927,Thomas/021011.cha,CAR,"Thomas, you silly billy.",,,34
13928,Thomas/021011.cha,CAR,that's the Wheels on the Bus go round and round but you've substituted the word red.,,,34
13929,Thomas/021011.cha,CHI,red red red.,0.0,,34
13930,Thomas/021011.cha,CAR,no wonder I didn't know that song.,,,34
13931,Thomas/021011.cha,CAR,you've just made it up.,,,34
13932,Thomas/021011.cha,CHI,red red red red red.,0.0,,34
13933,Thomas/021011.cha,CAR,alright.,,,34
13934,Thomas/021011.cha,CAR,we'll sing that one then.,,,34
13935,Thomas/021011.cha,CHI,no.,,,34
13936,Thomas/021011.cha,CHI,red red red.,0.0,,34
13937,Thomas/021011.cha,CAR,red red red red red red.,,,34
13938,Thomas/021011.cha,CAR,"that's the little bus the little book you have called a little yellow bus and that plays a little tune and at the end it goes, doesn't it?",,,34
13939,Thomas/021011.cha,CAR,"well it is Valentines Day, Thomas.",,,34
13940,Thomas/021011.cha,CAR,so I suppose we can sing about red.,,,34
13941,Thomas/021011.cha,CHI,where's the little yellow bus?,1.0,,34
13942,Thomas/021011.cha,CHI,wanna read it.,-1.0,subject,34
13943,Thomas/021011.cha,CAR,"I'm not sure where the book is, sweetheart.",,,34
13944,Thomas/021011.cha,CAR,well let's just sing it again.,,,34
13945,Thomas/021011.cha,CAR,the story about the little yellow what happens?,,,34
13946,Thomas/021011.cha,CHI,don't know.,0.0,,34
13947,Thomas/021011.cha,CAR,can you not remember?,,,34
13948,Thomas/021011.cha,CHI,no.,,,34
