,transcript_file,speaker_code,transcript_clean,is_grammatical,labels
5617,Kuczaj/041113.cha,CAR,in Dayton's.,,
5618,Kuczaj/041113.cha,CHI,how much do they cost?,1,
5619,Kuczaj/041113.cha,CAR,I can't remember.,,
5620,Kuczaj/041113.cha,CAR,they also had some beautiful wreaths that we can make.,,
5621,Kuczaj/041113.cha,CHI,how would how could we make them?,1,
5622,Kuczaj/041113.cha,CAR,it's a kit.,,
5623,Kuczaj/041113.cha,CHI,did they give you the thread and needle?,1,
5624,Kuczaj/041113.cha,CHI,and did they give the package of the shapes?,1,
5625,Kuczaj/041113.cha,CAR,uhhuh.,,
5626,Kuczaj/041113.cha,CHI,so you could sew them?,0,
5627,Kuczaj/041113.cha,CAR,uhhuh.,,
5628,Kuczaj/041113.cha,CHI,remember that Christmas wrapper that we useta have or have?,1,
5629,Kuczaj/041113.cha,CHI,we could use that to wrap our presents.,1,
5630,Kuczaj/041113.cha,CAR,good idea.,,
5631,Kuczaj/041113.cha,CHI,we could buy some ribbon or wrap it with string.,1,
5632,Kuczaj/041113.cha,CHI,and we could also make bows.,1,
5633,Kuczaj/041113.cha,CAR,there's a bug!,,
5634,Kuczaj/041113.cha,CAR,climbing up the wall by Abe's pictures.,,
5635,Kuczaj/041113.cha,CHI,which picture was it going to go under?,1,
5636,Kuczaj/020818.cha,CHI,Mommy make some tacos please.,1,
5637,Kuczaj/020818.cha,CAR,will you help me make them?,,
5638,Kuczaj/020818.cha,CHI,uhhuh.,,
5639,Kuczaj/020818.cha,CAR,okay.,,
5640,Kuczaj/020818.cha,CAR,look at the caterpillars.,,
5641,Kuczaj/020818.cha,CAR,they really like those leaves.,,
5642,Kuczaj/020818.cha,CAR,uhhuh see all that poop on the bottom?,,
5643,Kuczaj/020818.cha,CAR,they must be eating something.,,
5644,Kuczaj/020818.cha,CHI,Mom they pooping?,-1,auxiliary
5645,Kuczaj/020818.cha,CAR,uhhuh.,,
5646,Kuczaj/020818.cha,CHI,what they are pooping Mom?,-1,auxiliary
5647,Kuczaj/020818.cha,CAR,those caterpillars eat those sunflower leaves.,,
5648,Kuczaj/020818.cha,CAR,and then they poop are they?,,
5649,Kuczaj/020818.cha,CHI,uhhuh.,,
5650,Kuczaj/020818.cha,CAR,I guess they are.,,
5651,Kuczaj/020818.cha,CHI,Daddy you put my new shoes on?,-1,auxiliary
5652,Kuczaj/020818.cha,CAR,you wanna put your shoes on?,,
5653,Kuczaj/020818.cha,CHI,uhhuh Daddy you put them on.,1,
5654,Kuczaj/020818.cha,CAR,okay I'll put them on.,,
5655,Kuczaj/020818.cha,CHI,Daddy.,,
5656,Kuczaj/020818.cha,CAR,uhhuh.,,
5657,Kuczaj/020818.cha,CHI,you got bigger shoes and I got bigger shoes also.,1,
5658,Kuczaj/020818.cha,CAR,uhhuh we both have bigger shoes.,,
5659,Kuczaj/020818.cha,CAR,what about mine?,,
5660,Kuczaj/020818.cha,CHI,you have bigger shoes also like mine right there.,1,
5661,Kuczaj/020818.cha,CAR,uhhuh do you know what they're called?,,
5662,Kuczaj/020818.cha,CHI,uhhuh.,,
5663,Kuczaj/020818.cha,CAR,waffle stompers.,,
5664,Kuczaj/020818.cha,CHI,oh.,,
5665,Kuczaj/020818.cha,CAR,was the man nice at the store where you bought your shoes?,,
5666,Kuczaj/020818.cha,CHI,uhhuh.,,
5667,Kuczaj/020818.cha,CAR,remember when he touched your feet?,,
5668,Kuczaj/020818.cha,CHI,huh?,,
5669,Kuczaj/020818.cha,CAR,remember when the man touched your toes?,,
5670,Kuczaj/020818.cha,CHI,hunhunh.,,
5671,Kuczaj/020818.cha,CAR,don't you remember when he felt your toes to make sure that your shoes were the right size?,,
5672,Kuczaj/020818.cha,CHI,hunhunh.,,
5673,Kuczaj/020818.cha,CAR,why did you get these shoes Abe?,,
5674,Kuczaj/020818.cha,CHI,because I want those brown shoes.,-1,tense_aspect
5675,Kuczaj/020818.cha,CAR,oh you know what?,,
5676,Kuczaj/020818.cha,CHI,uhhuh Daddy.,1,
5677,Kuczaj/020818.cha,CAR,we have to be careful with these shoes don't we?,,
5678,Kuczaj/020818.cha,CHI,uhhuh.,,
5679,Kuczaj/020818.cha,CAR,what were you going to say?,,
5680,Kuczaj/020818.cha,CAR,go ahead and tell me.,,
5681,Kuczaj/020818.cha,CHI,I said uhhuh.,1,
5682,Kuczaj/020818.cha,CAR,oh.,,
5683,Kuczaj/020818.cha,CHI,I wanna taste of flour Daddy.,0,
5684,Kuczaj/020818.cha,CHI,this is a right leg.,1,
5685,Kuczaj/020818.cha,CHI,and this is a foot leg.,1,
5686,Kuczaj/020818.cha,CAR,this is a right leg?,,
5687,Kuczaj/020818.cha,CHI,uhhuh that's a right leg.,1,
5688,Kuczaj/020818.cha,CAR,this is a right leg?,,
5689,Kuczaj/020818.cha,CHI,uhhuh.,,
5690,Kuczaj/020818.cha,CAR,one's right and one's left?,,
5691,Kuczaj/020818.cha,CHI,uhhuh Mom I have a piece okay?,-1,auxiliary
5692,Kuczaj/020818.cha,CHI,Mom I have a piece okay?,-1,auxiliary
5693,Kuczaj/020818.cha,CAR,I'm going to run out in the garden and get some onions and tomatoes.,,
5694,Kuczaj/020818.cha,CHI,I'm going to go out there with you.,1,
5695,Kuczaj/020818.cha,CAR,you are?,,
5696,Kuczaj/020818.cha,CHI,uhhuh.,,
5697,Kuczaj/020818.cha,CAR,you're going out to help Mom huh?,,
5698,Kuczaj/020818.cha,CHI,uhhuh I don't wanna stay with you.,1,
5699,Kuczaj/020818.cha,CAR,you don't wanna stay with me?,,
5700,Kuczaj/020818.cha,CHI,uhuh.,,
5701,Kuczaj/020818.cha,CAR,on man.,,
5702,Kuczaj/020818.cha,CAR,did Abe pick an onion?,,
5703,Kuczaj/020818.cha,CHI,uhhuh.,,
5704,Kuczaj/020818.cha,CAR,let me see.,,
5705,Kuczaj/020818.cha,CHI,you have to cut this.,1,
5706,Kuczaj/020818.cha,CAR,I have to cut it?,,
5707,Kuczaj/020818.cha,CHI,uhhuh.,,
5708,Kuczaj/020818.cha,CAR,you know what else I have to cut?,,
5709,Kuczaj/020818.cha,CHI,uhhuh.,,
5710,Kuczaj/020818.cha,CAR,tomatoes.,,
5711,Kuczaj/020818.cha,CHI,uhhuh.,,
5712,Kuczaj/020818.cha,CAR,cheese.,,
5713,Kuczaj/020818.cha,CHI,uhhuh.,,
5714,Kuczaj/020818.cha,CAR,and lettuce.,,
5715,Kuczaj/020818.cha,CHI,uhhuh and that.,1,
5716,Kuczaj/020818.cha,CAR,uhhuh I have to cut that onion too.,,
5717,Kuczaj/020818.cha,CHI,Mom they still eating?,0,
5718,Kuczaj/020818.cha,CHI,Mom they still eating?,0,
5719,Kuczaj/020818.cha,CHI,Mommy they still eating these?,0,
5720,Kuczaj/020818.cha,CAR,what?,,
5721,Kuczaj/020818.cha,CHI,Mommy they still eating those?,0,
5722,Kuczaj/020818.cha,CAR,the onion?,,
5723,Kuczaj/020818.cha,CHI,uhhuh I mean those those things.,1,
5724,Kuczaj/020818.cha,CAR,oh yeah the caterpillars are still eating sunflower leaves.,,
5725,Kuczaj/020818.cha,CAR,we'll go out and pick them some more later okay?,,
5726,Kuczaj/020818.cha,CHI,okay.,,
5727,Kuczaj/020818.cha,CAR,Abe picked a huge tomato too.,,
5728,Kuczaj/020818.cha,CAR,good.,,
5729,Kuczaj/020818.cha,CAR,we're going to use that in the tacos if it's okay with you.,,
5730,Kuczaj/020818.cha,CAR,is it okay?,,
5731,Kuczaj/020818.cha,CHI,uhhuh it's okay with me.,1,
5732,Kuczaj/020818.cha,CAR,these are such tiny little onions.,,
5733,Kuczaj/020818.cha,CHI,that mine?,0,
5734,Kuczaj/020818.cha,CAR,uhhuh no Daddy has yours.,,
5735,Kuczaj/020818.cha,CHI,oh that yours?,0,
5736,Kuczaj/020818.cha,CHI,that yours?,0,
5737,Kuczaj/020818.cha,CAR,this is for the taco meat.,,
5738,Kuczaj/020818.cha,CHI,why you making tacos?,0,
5739,Kuczaj/020818.cha,CAR,I thought you'd like them.,,
5740,Kuczaj/020818.cha,CHI,I like tacos tacos tacos tacos!,1,
5741,Kuczaj/020818.cha,CAR,who told you that?,,
5742,Kuczaj/020818.cha,CHI,my Daddy told it.,-1,object
5743,Kuczaj/020818.cha,CAR,he did?,,
5744,Kuczaj/020818.cha,CHI,uhhuh Mom how that comed off?,-1,auxiliary
5745,Kuczaj/020818.cha,CAR,hm?,,
5746,Kuczaj/020818.cha,CHI,how that comed off?,-1,"auxiliary, tense-aspect"
5747,Kuczaj/020818.cha,CAR,it came off and I put it in there.,,
5748,Kuczaj/020818.cha,CHI,you put it all in there?,1,
5749,Kuczaj/020818.cha,CHI,you put it all in there?,1,
5750,Kuczaj/020818.cha,CAR,all the popper.,,
5751,Kuczaj/020818.cha,CHI,what's that Mommy?,1,
5752,Kuczaj/020818.cha,CHI,what's that Mommy?,1,
5753,Kuczaj/020818.cha,CAR,chili powder.,,
5754,Kuczaj/020818.cha,CAR,and I put way too much in there.,,
5755,Kuczaj/020818.cha,CHI,how'd you put some a lot of money in there Mom?,1,
5756,Kuczaj/020818.cha,CAR,a lot of chili powder.,,
5757,Kuczaj/020818.cha,CHI,Mom you put that in there.,1,
5758,Kuczaj/020818.cha,CAR,a lot of salt.,,
5759,Kuczaj/020818.cha,CHI,Mom that's not all.,1,
5760,Kuczaj/020818.cha,CHI,Mom that's not all.,1,
5761,Kuczaj/020818.cha,CHI,that's not all.,1,
5762,Kuczaj/020818.cha,CHI,what's that Mom?,1,
5763,Kuczaj/020818.cha,CHI,what's what's why that's meat for tacos?,-1,auxiliary
5764,Kuczaj/020818.cha,CHI,Mom why that's meat for tacos?,-1,auxiliary
5765,Kuczaj/020818.cha,CAR,that's to make our tacos Abe.,,
5766,Kuczaj/020818.cha,CHI,uhhuh Mom I can't believe that.,1,
5767,Kuczaj/020818.cha,CAR,you can't believe what?,,
5768,Kuczaj/020818.cha,CHI,Mom Mom I saw a big big big eagle.,1,
5769,Kuczaj/020818.cha,CAR,you saw a big eagle huh?,,
5770,Kuczaj/020818.cha,CHI,uhhuh.,,
5771,Kuczaj/020818.cha,CAR,while we were shopping right?,,
5772,Kuczaj/020818.cha,CHI,uhhuh I still can't believe that.,1,
5773,Kuczaj/020818.cha,CAR,did he say anything to you?,,
5774,Kuczaj/020818.cha,CHI,uhuh I said no!,1,
5775,Kuczaj/020818.cha,CAR,how come?,,
5776,Kuczaj/020818.cha,CHI,I just said no!,1,
5777,Kuczaj/020818.cha,CHI,I don't want a woodpecker peck on me.,-1,tense_aspect
5778,Kuczaj/020818.cha,CAR,I don't either.,,
5779,Kuczaj/020818.cha,CAR,what makes you think a woodpecker would peck on you?,,
5780,Kuczaj/020818.cha,CHI,I get a hole in my hole in my mouth and my nose and my eyes and here and here and here and here and here and here and here and here and here and here.,1,
5781,Kuczaj/020818.cha,CAR,you'd be a holey Abe wouldn't you?,,
5782,Kuczaj/020818.cha,CHI,uhhuh and then I can't walk when them peck holes on me.,-1,verb
5783,Kuczaj/020818.cha,CAR,not if you had all those holes in you could you?,,
5784,Kuczaj/020818.cha,CHI,hunhunh and then I can't walk when them peck holes on me.,-1,verb
5785,Kuczaj/020818.cha,CAR,you couldn't walk if you had that many holes?,,
5786,Kuczaj/020818.cha,CHI,hunhunh.,,
5787,Kuczaj/020818.cha,CAR,what would happen if you drank water?,,
5788,Kuczaj/020818.cha,CHI,make all the holes feel good.,1,
5789,Kuczaj/020818.cha,CAR,all the water would come out of all those holes?,,
5790,Kuczaj/020818.cha,CAR,like a water fountain?,,
5791,Kuczaj/020818.cha,CHI,I I blowed that Mommy.,-1,tense_aspect
5792,Kuczaj/020818.cha,CAR,the sugar?,,
5793,Kuczaj/020818.cha,CAR,the baking powder?,,
5794,Kuczaj/020818.cha,CHI,the the sugar I blowed the sugar Mom.,-1,tense_aspect
5795,Kuczaj/020818.cha,CHI,why that's yellow Mom?,-1,auxiliary
5796,Kuczaj/020818.cha,CAR,I don't know why this ended up yellow.,,
5797,Kuczaj/020818.cha,CAR,what are you thinking Abe?,,
5798,Kuczaj/020818.cha,CAR,will you like tacos made with yellow lard?,,
5799,Kuczaj/020818.cha,CHI,I also like this goes around and makes these things flat.,1,
5800,Kuczaj/020818.cha,CHI,Mom what's this letter?,1,
5801,Kuczaj/020818.cha,CHI,a e what's two letters?,-1,determiner
5802,Kuczaj/020818.cha,CHI,what's this?,1,
5803,Kuczaj/020818.cha,CHI,what's.,,
5804,Kuczaj/020818.cha,CHI,Mommy when you're through with.,-1,object
5805,Kuczaj/020818.cha,CHI,don't beater it Mom!,0,
5806,Kuczaj/020818.cha,CAR,I'm sort of blending it in.,,
5807,Kuczaj/020818.cha,CHI,you cut those.,1,
5808,Kuczaj/020818.cha,CAR,I'm going to cut them.,,
5809,Kuczaj/020818.cha,CHI,cut that onion too.,1,
5810,Kuczaj/020818.cha,CAR,I already cut the onion.,,
5811,Kuczaj/020818.cha,CHI,huh?,,
5812,Kuczaj/020818.cha,CAR,I already cut the onion.,,
5813,Kuczaj/020818.cha,CHI,huh?,,
5814,Kuczaj/020818.cha,CHI,where the onion at?,-1,verb
5815,Kuczaj/020818.cha,CAR,it's over there on the table all cut up.,,
5816,Kuczaj/020818.cha,CHI,why that's cut all cut up?,-1,other
5817,Kuczaj/020818.cha,CHI,Dad you should have cut up right there.,-1,object
5818,Kuczaj/020818.cha,CHI,that's the onion I picked.,1,
5819,Kuczaj/020818.cha,CAR,is that the onion you picked?,,
5820,Kuczaj/020818.cha,CHI,uhhuh Mommy Mommy see Mommy see Mommy see.,1,
5821,Kuczaj/020818.cha,CAR,yes indeed you've gotten into the flour haven't you?,,
5822,Kuczaj/020818.cha,CHI,Mom Mommy see Mommy see.,1,
5823,Kuczaj/020818.cha,CAR,I don't think that you should get into it any more.,,
5824,Kuczaj/020818.cha,CHI,why you put some water in there Mom?,-1,auxiliary
5825,Kuczaj/020818.cha,CHI,why you put some water in there Mom?,-1,auxiliary
5826,Kuczaj/020818.cha,CAR,to help mix all of the ingredients together.,,
5827,Kuczaj/020818.cha,CHI,when you through with that I have a lick of bowl that bowl?,-1,"verb, auxiliary, determiner"
5828,Kuczaj/020818.cha,CAR,you wanna lick the bowl?,,
5829,Kuczaj/020818.cha,CHI,I lick one little piece okay?,-1,auxiliary
5830,Kuczaj/020818.cha,CHI,Mom one big piece.,1,
5831,Kuczaj/020818.cha,CAR,just a second.,,
5832,Kuczaj/020818.cha,CHI,a bigger piece!,0,
5833,Kuczaj/020818.cha,CHI,not this small piece!,1,
5834,Kuczaj/020818.cha,CAR,here.,,
5835,Kuczaj/020818.cha,CHI,thank you.,1,
5836,Kuczaj/020818.cha,CAR,you're welcome how many do you want Dad?,,
5837,Kuczaj/020818.cha,CAR,how many can I have Abe?,,
5838,Kuczaj/020818.cha,CHI,one two three four.,0,
5839,Kuczaj/020818.cha,CAR,four.,,
5840,Kuczaj/020818.cha,CAR,okay I'll have four.,,
5841,Kuczaj/020818.cha,CHI,Mommy I have one little another lick please.,-1,auxliary
5842,Kuczaj/020818.cha,CAR,I thought you wanted tacos.,,
5843,Kuczaj/020818.cha,CHI,huh?,,
5844,Kuczaj/020818.cha,CAR,I thought you wanted to eat tacos.,,
5845,Kuczaj/020818.cha,CHI,I have one.,0,
5846,Kuczaj/020818.cha,CHI,I have one.,0,
5847,Kuczaj/020818.cha,CHI,I have one two three four I have Mommy.,0,
5848,Kuczaj/020818.cha,CAR,five tacos?,,
5849,Kuczaj/020818.cha,CHI,uhhuh.,,
5850,Kuczaj/020818.cha,CAR,I really don't think you'll eat that many.,,
5851,Kuczaj/020818.cha,CHI,don't bug me fly.,1,
5852,Kuczaj/020818.cha,CHI,shoo fly don't bother me.,1,
5853,Kuczaj/020818.cha,CAR,shoo fly get out of here.,,
5854,Kuczaj/020818.cha,CHI,I catch you.,-1,auxiliary
5855,Kuczaj/020818.cha,CHI,and I cook you.,-1,auxliary
5856,Kuczaj/020818.cha,CHI,shoo fly.,0,
5857,Kuczaj/020818.cha,CHI,we don't wanna cook some fly.,1,
5858,Kuczaj/020818.cha,CHI,uhhuh we don't wanna cook some fly.,1,
5859,Kuczaj/020818.cha,CHI,not me either I will not fit in the pan.,-1,other
5860,Kuczaj/020818.cha,CHI,I will not fit in the pan Mom.,1,
5861,Kuczaj/020818.cha,CAR,that's right.,,
5862,Kuczaj/020818.cha,CHI,I'm cutting this Mom.,1,
5863,Kuczaj/020818.cha,CAR,and then what will happen after you cut it?,,
5864,Kuczaj/020818.cha,CHI,then we don't wanna break it.,1,
5865,Kuczaj/020818.cha,CHI,I don't wanna cook a fly Mom.,1,
5866,Kuczaj/020818.cha,CAR,you don't wanna cook a fly?,,
5867,Kuczaj/020818.cha,CHI,hunhunh I have one more little taste Mom?,-1,auxiliary
5868,Kuczaj/020818.cha,CHI,I have one little taste?,-1,auxiliary
5869,Kuczaj/020818.cha,CHI,I have a big taste Mom?,-1,auxiliary
5870,Kuczaj/020818.cha,CHI,I have one more little big taste again Mom?,-1,auxiliary
5871,Kuczaj/020818.cha,CAR,no I don't think so Abe.,,
5872,Kuczaj/020818.cha,CAR,you're going to get full of dough and won't have any room for tacos.,,
5873,Kuczaj/020818.cha,CHI,I don't wanna have tacos.,1,
5874,Kuczaj/020818.cha,CAR,you don't?,,
5875,Kuczaj/020818.cha,CHI,hunhunh I want pizza.,1,
5876,Kuczaj/020818.cha,CAR,you do?,,
5877,Kuczaj/020818.cha,CHI,uhhuh.,,
5878,Kuczaj/020818.cha,CAR,you know what?,,
5879,Kuczaj/020818.cha,CAR,maybe Mom would like to ride up to the store when we're done and get us a surprise.,,
5880,Kuczaj/020818.cha,CHI,with you and me and Mom?,1,
5881,Kuczaj/020818.cha,CAR,I don't know who.,,
5882,Kuczaj/020818.cha,CAR,but I thought that we'd get somebody to go to the store and get some ice cream.,,
5883,Kuczaj/020818.cha,CHI,oh what's this Mom?,1,
5884,Kuczaj/020818.cha,CHI,what's this Mom?,1,
5885,Kuczaj/020818.cha,CAR,little pieces of lettuce.,,
5886,Kuczaj/020818.cha,CHI,oh little pieces of lettuce for tacos?,1,
5887,Kuczaj/020818.cha,CAR,uhhuh.,,
5888,Kuczaj/020818.cha,CAR,Abe guess what's on tv tonight?,,
5889,Kuczaj/020818.cha,CHI,I don't know.,1,
5890,Kuczaj/020818.cha,CAR,it's Saturday.,,
5891,Kuczaj/020818.cha,CHI,Mickey Mouse.,1,
5892,Kuczaj/020818.cha,CAR,yeah at six thirty.,,
5893,Kuczaj/020818.cha,CAR,one hour and fifteen minutes do you think that you can wait that long?,,
5894,Kuczaj/020818.cha,CHI,uhhuh our tiny cheese Dad.,0,
5895,Kuczaj/020818.cha,CHI,I got tiny cheese cut it up okay?,0,
5896,Kuczaj/020818.cha,CAR,we'll use it later okay?,,
5897,Kuczaj/020818.cha,CHI,now.,,
5898,Kuczaj/020818.cha,CAR,we'll see.,,
5899,Kuczaj/020818.cha,CAR,but I think this would work better big Abe.,,
5900,Kuczaj/020818.cha,CHI,I'm bigger.,1,
5901,Kuczaj/020818.cha,CAR,you're bigger?,,
5902,Kuczaj/020818.cha,CHI,I'm going to grow big and big and touch the wall.,1,
5903,Kuczaj/020818.cha,CAR,you are?,,
5904,Kuczaj/020818.cha,CHI,uhhuh put those in Mom.,1,
5905,Kuczaj/020818.cha,CHI,Mom put those in Mom.,1,
5906,Kuczaj/020818.cha,CHI,I'll eat it all Mommy.,1,
5907,Kuczaj/020818.cha,CAR,you did?,,
5908,Kuczaj/020818.cha,CHI,uhuh uhuh I eat a real tiny one like yours.,-1,auxiliary
5909,Kuczaj/020818.cha,CAR,it didn't fill you up then did it?,,
5910,Kuczaj/020818.cha,CHI,I tried to eat it all.,1,
5911,Kuczaj/020818.cha,CAR,you did try?,,
5912,Kuczaj/020818.cha,CHI,there's no more!,1,
5913,Kuczaj/020818.cha,CAR,you ate all of that tiny one huh?,,
5914,Kuczaj/020818.cha,CHI,uhhuh.,,
5915,Kuczaj/020818.cha,CAR,what do you wanna drink?,,
5916,Kuczaj/020818.cha,CAR,milk.,,
5917,Kuczaj/020818.cha,CHI,I want some milk.,1,
5918,Kuczaj/020818.cha,CAR,okay I think I can arrange that.,,
5919,Kuczaj/020818.cha,CHI,Daddy what we watch Daddy.,-1,auxiliary
5920,Kuczaj/020818.cha,CAR,what are we going to watch?,,
5921,Kuczaj/020818.cha,CHI,uhhuh.,,
5922,Kuczaj/020818.cha,CAR,let's see.,,
5923,Kuczaj/020818.cha,CHI,Mom I need some cheese.,1,
5924,Kuczaj/020818.cha,CHI,also I just love cheese Mom.,1,
5925,Kuczaj/020818.cha,CAR,well you can have all you want.,,
5926,Kuczaj/020818.cha,CHI,I need some in here Mom.,1,
5927,Kuczaj/020818.cha,CAR,here you go.,,
