,transcript_file,speaker_code,transcript_clean,is_grammatical,labels
14415,Thomas/021011.cha,CAR,it's Aunty Mabel.,,
14416,Thomas/021011.cha,CAR,"do you think the firemen will help me, Thomas?",,
14417,Thomas/021011.cha,CHI,yes.,,
14418,Thomas/021011.cha,CHI,"fire engine's coming, Aunty Mabel.",-1,determiner
14419,Thomas/021011.cha,CHI,you got fire there.,1,
14420,Thomas/021011.cha,CAR,on that flower this time.,,
14421,Thomas/021011.cha,CHI,yes.,,
14422,Thomas/021011.cha,CHI,on your chip.,1,
14423,Thomas/021011.cha,CHI,it's your chip on fire.,1,
14424,Thomas/021011.cha,CAR,oh I see.,,
14425,Thomas/021011.cha,CAR,you're pretending that the the flower is a chip pan are you?,,
14426,Thomas/021011.cha,CHI,I need a big cloth.,1,
14427,Thomas/021011.cha,CAR,oh right.,,
14428,Thomas/021011.cha,CAR,well let's get a tea towel.,,
14429,Thomas/021011.cha,CAR,where has it gone?,,
14430,Thomas/021011.cha,CAR,there you are.,,
14431,Thomas/021011.cha,CAR,that's right.,,
14432,Thomas/021011.cha,CAR,that's what you do with chip pan fires isn't it?,,
14433,Thomas/021011.cha,CHI,yes.,,
14434,Thomas/021011.cha,CHI,pour water on them.,0,
14435,Thomas/021011.cha,CAR,oh no no no.,,
14436,Thomas/021011.cha,CAR,you dampen the tea towel.,,
14437,Thomas/021011.cha,CAR,you you run the tea towel under the tap till it's damp.,,
14438,Thomas/021011.cha,CAR,and you squeeze out the water and then you throw the cloth onto the chip pan.,,
14439,Thomas/021011.cha,CAR,you must stand well back but you throw it on.,,
14440,Thomas/021011.cha,CAR,but you never pour hot water uh never pour water onto hot fat especially a chip pan.,,
14441,Thomas/021011.cha,CHI,it's warm now.,1,
14442,Thomas/021011.cha,CAR,the fireman probably used a fire blanket didn't he?,,
14443,Thomas/021011.cha,CAR,we have a fire blanket somewhere.,,
14444,Thomas/021011.cha,CAR,I think it's.,,
14445,Thomas/021011.cha,CAR,oh Thomas!,,
14446,Thomas/021011.cha,CAR,oh dear dear.,,
14447,Thomas/021011.cha,CAR,oh dear dear.,,
14448,Thomas/021011.cha,CAR,I'd forgotten we had a lit candle at the end of the table.,,
14449,Thomas/021011.cha,CAR,oh no.,,
14450,Thomas/021011.cha,CAR,I shouldn't laugh because that was really very very dangerous.,,
14451,Thomas/021011.cha,CHI,that's funny.,1,
14452,Thomas/021011.cha,CAR,no no.,,
14453,Thomas/021011.cha,CAR,it wasn't actually.,,
14454,Thomas/021011.cha,CHI,Mummy laughing.,-1,present_progressive
14455,Thomas/021011.cha,CAR,no.,,
14456,Thomas/021011.cha,CAR,"I didn't laugh actually because the tea towel, darling.",,
14457,Thomas/021011.cha,CAR,wasn't damp.,,
14458,Thomas/021011.cha,CAR,it's just dry and I didn't realize you were going to throw it on top of the candle.,,
14459,Thomas/021011.cha,CAR,and the tea towel's on fire now.,,
14460,Thomas/021011.cha,CHI,it's not.,1,
14461,Thomas/021011.cha,CAR,oh dear dear.,,
14462,Thomas/021011.cha,CAR,oh.,,
14463,Thomas/021011.cha,CHI,your chip's on fire.,1,
14464,Thomas/021011.cha,CAR,I wasn't quite expecting that.,,
14465,Thomas/021011.cha,CHI,"your chip's on fire, Aunty Mabel.",1,
14466,Thomas/021011.cha,CAR,yes yes.,,
14467,Thomas/021011.cha,CHI,nee nah.,0,
14468,Thomas/021011.cha,CAR,goodness me.,,
14469,Thomas/021011.cha,CAR,that took Mummy by surprise.,,
14470,Thomas/021011.cha,CHI,that's Mummy's laugh.,1,
14471,Thomas/021011.cha,CAR,no.,,
14472,Thomas/021011.cha,CAR,"I wasn't laughing but it was shock, Thomas.",,
14473,Thomas/021011.cha,CAR,it was.,,
14474,Thomas/021011.cha,CAR,I was horrified.,,
14475,Thomas/021011.cha,CAR,I was shocked at what you'd done.,,
14476,Thomas/021011.cha,CAR,"now you only ever put it on the chip pan fire, Thomas.",,
14477,Thomas/021011.cha,CHI,oh yes yes.,1,
14478,Thomas/021011.cha,CAR,I didn't expect you to throw it onto the candle.,,
14479,Thomas/021011.cha,CAR,because the candle isn't really a fire.,,
14480,Thomas/021011.cha,CAR,it's a it's a special sort of a fire isn't it?,,
14481,Thomas/021011.cha,CAR,when the candle's lit.,,
14482,Thomas/021011.cha,CHI,it's a fire.,1,
14483,Thomas/021011.cha,CAR,no.,,
14484,Thomas/021011.cha,CAR,it's a candle.,,
14485,Thomas/021011.cha,CHI,no.,,
14486,Thomas/021011.cha,CHI,it's a fire.,1,
14487,Thomas/021011.cha,CAR,can you smell the nice smell?,,
14488,Thomas/021011.cha,CAR,oops a daisy.,,
14489,Thomas/021011.cha,CAR,oh dear.,,
14490,Thomas/021011.cha,CAR,it looks like the fire engine has had an accident there.,,
14491,Thomas/021011.cha,CAR,has the fire engine crashed?,,
14492,Thomas/021011.cha,CHI,yes.,,
14493,Thomas/021011.cha,CAR,oh heck.,,
14494,Thomas/021011.cha,CAR,oh dear.,,
14495,Thomas/021011.cha,CAR,you look shocked now.,,
14496,Thomas/021011.cha,CAR,have you just had a fright?,,
14497,Thomas/021011.cha,CHI,no.,,
14498,Thomas/021011.cha,CHI,nee nah.,0,
14499,Thomas/021011.cha,CHI,the police car has crashed too.,1,
14500,Thomas/021011.cha,CAR,oh the police car has crashed too.,,
14501,Thomas/021011.cha,CHI,yes.,,
14502,Thomas/021011.cha,CAR,why have they both crashed?,,
14503,Thomas/021011.cha,CAR,what has happened?,,
14504,Thomas/021011.cha,CHI,crashed into a big your big doggy poo.,-1,subject
14505,Thomas/021011.cha,CAR,"don't be silly, Thomas.",,
14506,Thomas/021011.cha,CAR,did they slip on some mud?,,
14507,Thomas/021011.cha,CHI,yes.,,
14508,Thomas/021011.cha,CAR,did they both skid on some mud on the road because they were going very quickly.,,
14509,Thomas/021011.cha,CHI,uh uh dumper truck slipped on the road too.,-1,determiner
14510,Thomas/021011.cha,CAR,oh dear dear.,,
14511,Thomas/021011.cha,CAR,well who is going to rescue them if the the police car.,,
14512,Thomas/021011.cha,CAR,luckily the ambulance hasn't crashed has it?,,
14513,Thomas/021011.cha,CHI,ambulance.,,
14514,Thomas/021011.cha,CHI,I need a crane to lift them up in there.,1,
14515,Thomas/021011.cha,CAR,I bet you do.,,
14516,Thomas/021011.cha,CAR,yes.,,
14517,Thomas/021011.cha,CAR,you need something.,,
14518,Thomas/021011.cha,CAR,it has been a terrible accident hasn't it?,,
14519,Thomas/021011.cha,CHI,I need the breakdown lorry.,1,
14520,Thomas/021011.cha,CAR,do you?,,
14521,Thomas/021011.cha,CAR,well I'll go and see what we can find.,,
14522,Thomas/021011.cha,CAR,"would you like to blow the candle out now, Thomas?",,
14523,Thomas/021011.cha,CAR,right.,,
14524,Thomas/021011.cha,CAR,now don't touch it.,,
14525,Thomas/021011.cha,CAR,you leave it there.,,
14526,Thomas/021011.cha,CAR,it's like a birthday cake isn't it?,,
14527,Thomas/021011.cha,CAR,right.,,
14528,Thomas/021011.cha,CAR,now sit still.,,
14529,Thomas/021011.cha,CAR,you mustn't touch it.,,
14530,Thomas/021011.cha,CAR,are you going to sing happy birthday to somebody?,,
14531,Thomas/021011.cha,CHI,no.,,
14532,Thomas/021011.cha,CHI,I need blow it.,-1,tense_aspect
14533,Thomas/021011.cha,CAR,you need to blow it.,,
14534,Thomas/021011.cha,CAR,okay.,,
14535,Thomas/021011.cha,CAR,oh well done.,,
14536,Thomas/021011.cha,CAR,now can you smell that nice smell?,,
14537,Thomas/021011.cha,CHI,um.,,
14538,Thomas/021011.cha,CAR,it smells beautiful doesn't it?,,
14539,Thomas/021011.cha,CAR,right.,,
14540,Thomas/021011.cha,CAR,I think it's time we changed you.,,
14541,Thomas/021011.cha,CAR,look at the smoke now.,,
14542,Thomas/021011.cha,CHI,no.,,
14543,Thomas/021011.cha,CHI,I not need to play on the table.,-1,auxiliary
14544,Thomas/021011.cha,CAR,no.,,
14545,Thomas/021011.cha,CAR,you really do need play on the table but I think we could do with getting you changed.,,
14546,Thomas/021011.cha,CHI,no no.,1,
14547,Thomas/021011.cha,CHI,I not need that at all.,-1,auxiliary
14548,Thomas/021011.cha,CAR,you don't need it at all.,,
14549,Thomas/021011.cha,CHI,no.,,
14550,Thomas/021011.cha,CHI,no.,,
14551,Thomas/021011.cha,CHI,need to play.,-1,subject
14552,Thomas/021011.cha,CAR,"yes, darling.",,
14553,Thomas/021011.cha,CAR,you can carry on playing in a minute.,,
14554,Thomas/021011.cha,CAR,but I think we need to get you changed.,,
14555,Thomas/021011.cha,CHI,no no no.,1,
14556,Thomas/021011.cha,CAR,"oh Thomas, don't get upset.",,
14557,Thomas/021011.cha,CHI,no no.,1,
14558,Thomas/021011.cha,CHI,I not need to get down.,-1,auxiliary
14559,Thomas/021011.cha,CAR,"well listen, darling.",,
14560,Thomas/021011.cha,CAR,if we don't get you changed oh then you're going to end up very wet indeed.,,
14561,Thomas/021011.cha,CHI,no.,,
14562,Thomas/021011.cha,CAR,"oh sweetheart, I know.",,
14563,Thomas/021011.cha,CHI,no need them.,-1,"subject, auxiliary"
14564,Thomas/021011.cha,CAR,getting changed.,,
14565,Thomas/021011.cha,CAR,you'll have to go upstairs and have a big bath and then you'll be even longer without playing on the table.,,
14566,Thomas/021011.cha,CAR,now would you like to talk to this little man?,,
14567,Thomas/021011.cha,CHI,no.,,
14568,Thomas/021011.cha,CAR,no.,,
14569,Thomas/021011.cha,CHI,no.,,
14570,Thomas/021011.cha,CHI,I not like that at all.,-1,auxiliary
14571,Thomas/021011.cha,CAR,you don't like it at all.,,
14572,Thomas/021011.cha,CHI,no.,,
14573,Thomas/021011.cha,CAR,no.,,
14574,Thomas/021011.cha,CAR,I'm not going to battle with you.,,
14575,Thomas/021011.cha,CHI,"Mummy, it's upside down.",1,
14576,Thomas/021011.cha,CAR,what's upside down?,,
14577,Thomas/021011.cha,CHI,it's I'm upside down.,1,
14578,Thomas/021011.cha,CHI,me.,,
14579,Thomas/021011.cha,CHI,"oh Mummy, I'm.",-1,object
14580,Thomas/021011.cha,CHI,oh that's not fair.,1,
14581,Thomas/021011.cha,CAR,what's not fair?,,
14582,Thomas/021011.cha,CHI,this.,,
14583,Thomas/021011.cha,CHI,no no.,1,
14584,Thomas/021011.cha,CAR,that little boy that you wouldn't let sit on a car.,,
14585,Thomas/021011.cha,CAR,he has just jumped down your vest.,,
14586,Thomas/021011.cha,CHI,no no.,1,
14587,Thomas/021011.cha,CAR,you don't know whether to laugh or cry.,,
14588,Thomas/021011.cha,CHI,no.,,
14589,Thomas/021011.cha,CAR,shall we put Teletubbies on?,,
14590,Thomas/021011.cha,CHI,yes.,,
14591,Thomas/021011.cha,CAR,let's just put the picture on.,,
14592,Thomas/021011.cha,CHI,oh.,,
14593,Thomas/021011.cha,CAR,won't it?,,
14594,Thomas/021011.cha,CAR,while we're doing this.,,
14595,Thomas/021011.cha,CHI,I need this little chair.,1,
14596,Thomas/021011.cha,CAR,no.,,
14597,Thomas/021011.cha,CAR,you don't need the.,,
14598,Thomas/021011.cha,CHI,yes.,,
14599,Thomas/021011.cha,CHI,oh I not like that little boy down my dress.,-1,auxiliary
14600,Thomas/021011.cha,CAR,it's not your dress.,,
14601,Thomas/021011.cha,CAR,it's your vest.,,
14602,Thomas/021011.cha,CHI,not vest.,-1,"subject, verb"
14603,Thomas/021011.cha,CHI,it's jamajos.,0,
14604,Thomas/021011.cha,CAR,no.,,
14605,Thomas/021011.cha,CAR,that's your vest.,,
14606,Thomas/021011.cha,CAR,you wear a little vest don't you?,,
14607,Thomas/021011.cha,CAR,"you don't wear dress, Thomas.",,
14608,Thomas/021011.cha,CAR,Mummy wears dress.,,
14609,Thomas/021011.cha,CAR,Grandma wears dress.,,
14610,Thomas/021011.cha,CHI,and Grandad.,1,
14611,Thomas/021011.cha,CAR,no.,,
14612,Thomas/021011.cha,CAR,Grandad doesn't wear dress.,,
14613,Thomas/021011.cha,CAR,nor does Daddy or Thomas.,,
14614,Thomas/021011.cha,CAR,it's a bit confusing though really because you wear trousers and so does Mummy.,,
14615,Thomas/021011.cha,CAR,but Mummy wears dress and you don't.,,
14616,Thomas/021011.cha,CAR,Mummy's lucky really isn't she?,,
14617,Thomas/021011.cha,CAR,right.,,
14618,Thomas/021011.cha,CAR,are you going to just lie down?,,
14619,Thomas/021011.cha,CHI,no.,,
14620,Thomas/021011.cha,CHI,help.,,
14621,Thomas/021011.cha,CHI,out out.,0,
14622,Thomas/021011.cha,CAR,you sound like a steam train going.,,
14623,Thomas/021011.cha,CAR,or a little puppy.,,
14624,Thomas/021011.cha,CHI,a train.,0,
14625,Thomas/021011.cha,CAR,it's a funny noise isn't it?,,
14626,Thomas/021011.cha,CAR,what a funny noise.,,
14627,Thomas/021011.cha,CAR,um what a funny noise.,,
14628,Thomas/021011.cha,CHI,it's a Teletubbie.,1,
14629,Thomas/021011.cha,CAR,can you see the Teletubbies?,,
14630,Thomas/021011.cha,CHI,no.,,
14631,Thomas/021011.cha,CHI,can't see them.,0,
14632,Thomas/021011.cha,CAR,well let's be quicketyquick about this and then we can.,,
14633,Thomas/021011.cha,CAR,shall I tell you what has happened?,,
14634,Thomas/021011.cha,CHI,yes.,,
14635,Thomas/021011.cha,CAR,looks like a little boy's eating.,,
14636,Thomas/021011.cha,CAR,um oh I'm not quite sure what he's eating.,,
14637,Thomas/021011.cha,CHI,a lemon.,1,
14638,Thomas/021011.cha,CAR,a lemon.,,
14639,Thomas/021011.cha,CAR,no.,,
14640,Thomas/021011.cha,CAR,it might be an apple or a piece of toast.,,
14641,Thomas/021011.cha,CAR,you know I can't tell what it is their eating.,,
14642,Thomas/021011.cha,CAR,I think they're all eating different things actually.,,
14643,Thomas/021011.cha,CHI,Teletubbies are there.,-1,determiner
14644,Thomas/021011.cha,CAR,ah you've seen the video before so you.,,
14645,Thomas/021011.cha,CHI,eating Smarties that little boy.,-1,other
14646,Thomas/021011.cha,CHI,he's eating those Smarties.,1,
14647,Thomas/021011.cha,CAR,I bet they're not.,,
14648,Thomas/021011.cha,CAR,you've just said that.,,
14649,Thomas/021011.cha,CHI,I need to wake up.,1,
14650,Thomas/021011.cha,CAR,you need to wake up do you?,,
14651,Thomas/021011.cha,CHI,like Grandad.,1,
14652,Thomas/021011.cha,CHI,need to wake up now.,-1,subject
14653,Thomas/021011.cha,CAR,why are you making that silly noise?,,
14654,Thomas/021011.cha,CHI,I.,,
14655,Thomas/021011.cha,CAR,I've just got rid of the steam iron.,,
14656,Thomas/021011.cha,CAR,we've finished doing some ironing so that noise has gone.,,
14657,Thomas/021011.cha,CAR,now you're starting up.,,
14658,Thomas/021011.cha,CHI,I.,,
14659,Thomas/021011.cha,CHI,I not heard that.,-1,tense_aspect
14660,Thomas/021011.cha,CHI,not hearding it.,-1,"subject, tense_aspect"
14661,Thomas/021011.cha,CAR,right.,,
14662,Thomas/021011.cha,CAR,"will you lie down please, Thomas.",,
14663,Thomas/021011.cha,CAR,the sooner we get this done the sooner you can go.,,
14664,Thomas/021011.cha,CHI,I need.,-1,object
14665,Thomas/021011.cha,CAR,no.,,
14666,Thomas/021011.cha,CAR,would you like a pillow?,,
14667,Thomas/021011.cha,CHI,no need it.,-1,"subject, auxiliary, other"
14668,Thomas/021011.cha,CAR,you're propped up with a pillow.,,
14669,Thomas/021011.cha,CAR,because listen.,,
14670,Thomas/021011.cha,CAR,the longer you're messing about the longer it takes us to do this.,,
14671,Thomas/021011.cha,CAR,if you could lie still we could have it done in two minutes couldn't we?,,
14672,Thomas/021011.cha,CAR,you're a spot.,,
14673,Thomas/021011.cha,CHI,I'm not.,1,
14674,Thomas/021011.cha,CAR,I'm not.,,
14675,Thomas/021011.cha,CAR,I'm not.,,
14676,Thomas/021011.cha,CHI,I dirty.,-1,verb
14677,Thomas/021011.cha,CHI,where's where's Aunty Mabel?,1,
14678,Thomas/021011.cha,CAR,Aunty Mabel.,,
14679,Thomas/021011.cha,CAR,well Aunty Mabel's on in the mornings.,,
14680,Thomas/021011.cha,CHI,it's mornings now.,-1,plural
14681,Thomas/021011.cha,CAR,no.,,
14682,Thomas/021011.cha,CAR,it isn't.,,
14683,Thomas/021011.cha,CAR,it's just that the Teletubbies are on a video.,,
14684,Thomas/021011.cha,CAR,mind you we do have Anuty Mabel on video as well.,,
14685,Thomas/021011.cha,CAR,which is your favorite Teletubbie?,,
14686,Thomas/021011.cha,CHI,green and Dipsy.,1,
14687,Thomas/021011.cha,CAR,Dipsy.,,
14688,Thomas/021011.cha,CHI,and Noo Noo.,1,
14689,Thomas/021011.cha,CAR,and Noo Noo.,,
14690,Thomas/021011.cha,CHI,Teletubbie Toast Teletubbie Toast.,0,
14691,Thomas/021011.cha,CHI,naughty Noo Noo.,0,
14692,Thomas/021011.cha,CAR,well Noo Noo cleans up Tubbie custard and Tubbie Toast when the others have spilt it.,,
14693,Thomas/021011.cha,CAR,"do you what I think it is, Thomas?",,
14694,Thomas/021011.cha,CHI,yes.,,
14695,Thomas/021011.cha,CAR,you're right.,,
14696,Thomas/021011.cha,CAR,they're lemons.,,
14697,Thomas/021011.cha,CAR,they're lemons.,,
14698,Thomas/021011.cha,CAR,I didn't believe you when you said they were lemons.,,
14699,Thomas/021011.cha,CAR,it's oranges and lemons isn't it?,,
14700,Thomas/021011.cha,CAR,I don't know.,,
14701,Thomas/021011.cha,CHI,it's that little one eating lemons.,1,
14702,Thomas/021011.cha,CAR,yes.,,
14703,Thomas/021011.cha,CAR,he is.,,
14704,Thomas/021011.cha,CAR,I think it's in Spain.,,
14705,Thomas/021011.cha,CAR,"well I think what they've done, Thomas.",,
14706,Thomas/021011.cha,CAR,they've picked.,,
14707,Thomas/021011.cha,CAR,ah that's an orange.,,
14708,Thomas/021011.cha,CAR,they've picked some lemons off the tree.,,
14709,Thomas/021011.cha,CAR,and they've picked some oranges and they've put them in a basket.,,
14710,Thomas/021011.cha,CAR,but the li the two little boys are now peeling an orange.,,
14711,Thomas/021011.cha,CAR,it's an orange they're eating.,,
14712,Thomas/021011.cha,CAR,but they certainly did gather some lemons.,,
14713,Thomas/021011.cha,CAR,it looks like it's either their Grandfather because they're with a much older man aren't they?,,
14714,Thomas/021011.cha,CAR,more like Grandad Beilbie is it?,,
14715,Thomas/021011.cha,CAR,yes.,,
14716,Thomas/021011.cha,CAR,I don't think Grandad Beilbie has ever been picking oranges and lemons in Spain but.,,
14717,Thomas/021011.cha,CHI,Grandad a poorly tummy like me.,-1,"verb, other"
14718,Thomas/021011.cha,CHI,oh Grandad got a poorly tummy.,-1,other
14719,Thomas/021011.cha,CAR,Grandad has got a poorly tummy.,,
14720,Thomas/021011.cha,CHI,yes.,,
14721,Thomas/021011.cha,CAR,oh dear.,,
14722,Thomas/021011.cha,CHI,Gran Grandad Beilbie better.,-1,verb
14723,Thomas/021011.cha,CAR,is he better?,,
14724,Thomas/021011.cha,CAR,well we haven't seen him for a while have we?,,
14725,Thomas/021011.cha,CHI,no.,,
14726,Thomas/021011.cha,CHI,it's a long way away.,1,
14727,Thomas/021011.cha,CHI,Postman Fireman Sam's up in the air.,1,
14728,Thomas/021011.cha,CAR,Fireman Sam's up in the air.,,
14729,Thomas/021011.cha,CAR,well Grandma and Grandad Beilbie do live a long way away.,,
14730,Thomas/021011.cha,CAR,Grandma and Grandad Lastname live quite a long way away but they're not quite as far as Grandma and Grandad Beilbie are they?,,
14731,Thomas/021011.cha,CAR,there we are.,,
14732,Thomas/021011.cha,CAR,we've got a beautiful clean boy again.,,
14733,Thomas/021011.cha,CHI,dirty boy.,0,
14734,Thomas/021011.cha,CAR,you're not a dirty boy.,,
14735,Thomas/021011.cha,CHI,yes.,,
14736,Thomas/021011.cha,CHI,I am.,1,
14737,Thomas/021011.cha,CHI,little white van talking.,-1,"determiner, present_progressive"
14738,Thomas/021011.cha,CAR,little white van.,,
14739,Thomas/021011.cha,CAR,yes.,,
14740,Thomas/021011.cha,CAR,it's just driving away isn't it?,,
14741,Thomas/021011.cha,CAR,it has been to the house next to Sue's.,,
14742,Thomas/021011.cha,CAR,what do you think it has been doing?,,
14743,Thomas/021011.cha,CAR,being doing what?,,
14744,Thomas/021011.cha,CHI,Tinky Winky and Po.,0,
14745,Thomas/021011.cha,CAR,you can see Tinky Winky and Po.,,
14746,Thomas/021011.cha,CAR,what are they doing?,,
14747,Thomas/021011.cha,CHI,eating Tubbie custard.,1,
14748,Thomas/021011.cha,CAR,they're eating Tubbie custard are they?,,
14749,Thomas/021011.cha,CHI,yes.,,
14750,Thomas/021011.cha,CHI,I heard a funny noise.,1,
14751,Thomas/021011.cha,CAR,did you?,,
14752,Thomas/021011.cha,CAR,what did you hear?,,
14753,Thomas/021011.cha,CHI,big birds coming out your hair.,-1,"present_progressive, preposition"
14754,Thomas/021011.cha,CHI,big birds coming out your hair.,0,
14755,Thomas/021011.cha,CAR,big birds are coming out of my hair.,,
14756,Thomas/021011.cha,CHI,um.,,
14757,Thomas/021011.cha,CHI,a lion.,0,
14758,Thomas/021011.cha,CAR,and a lion.,,
14759,Thomas/021011.cha,CHI,in your hair.,1,
14760,Thomas/021011.cha,CAR,well that would be a funny noise.,,
14761,Thomas/021011.cha,CAR,and I think if Mummy realized that was happening she'd be making a funny noise as well.,,
14762,Thomas/021011.cha,CHI,there you are.,1,
14763,Thomas/021011.cha,CHI,what's that?,1,
14764,Thomas/021011.cha,CAR,shh trousers on quick.,,
14765,Thomas/021011.cha,CHI,La La has come.,1,
14766,Thomas/021011.cha,CAR,oh Thomas.,,
14767,Thomas/021011.cha,CHI,La La's coming there.,1,
14768,Thomas/021011.cha,CHI,there La La's ball.,-1,verb
14769,Thomas/021011.cha,CAR,come on.,,
14770,Thomas/021011.cha,CAR,you're the slowest slowest child to dress.,,
14771,Thomas/021011.cha,CAR,will you be quick.,,
14772,Thomas/021011.cha,CHI,that La La ball.,-1,"verb, possessive"
14773,Thomas/021011.cha,CHI,"Mummy, La La ball.",-1,"determiner, possessive"
14774,Thomas/021011.cha,CHI,and La La.,-1,verb
14775,Thomas/021011.cha,CAR,La La has got a ball has she?,,
14776,Thomas/021011.cha,CHI,yes.,,
14777,Thomas/021011.cha,CHI,and La La.,-1,verb
14778,Thomas/021011.cha,CHI,a La La got lovely hair like you.,-1,determiner
14779,Thomas/021011.cha,CAR,La La has got lovely hair like me.,,
14780,Thomas/021011.cha,CHI,yes.,,
14781,Thomas/021011.cha,CAR,ah that's nice.,,
14782,Thomas/021011.cha,CAR,no.,,
14783,Thomas/021011.cha,CAR,slippers on.,,
14784,Thomas/021011.cha,CAR,slippers on quickly.,,
14785,Thomas/021011.cha,CHI,powder powder.,-1,determiner
14786,Thomas/021011.cha,CAR,no.,,
14787,Thomas/021011.cha,CAR,we don't need powder now do we?,,
14788,Thomas/021011.cha,CAR,or that.,,
14789,Thomas/021011.cha,CAR,come on.,,
14790,Thomas/021011.cha,CAR,slippers on.,,
14791,Thomas/021011.cha,CAR,and seen as we've got the hairbrush let's just brush your hair.,,
14792,Thomas/021011.cha,CHI,okay.,,
14793,Thomas/021011.cha,CHI,I need to brush it.,1,
14794,Thomas/021011.cha,CAR,right.,,
14795,Thomas/021011.cha,CAR,you brush it then.,,
14796,Thomas/021011.cha,CAR,you brush it and make yourself look a.,,
14797,Thomas/021011.cha,CHI,it's warm.,1,
14798,Thomas/021011.cha,CAR,a smart boy.,,
14799,Thomas/021011.cha,CAR,what?,,
14800,Thomas/021011.cha,CAR,your head's warm.,,
14801,Thomas/021011.cha,CAR,it is quite warm.,,
14802,Thomas/021011.cha,CAR,it isn't too hot though is it?,,
14803,Thomas/021011.cha,CAR,"I think I'll just finish it off, sweetheart.",,
14804,Thomas/021011.cha,CAR,how's that?,,
