,transcript_file,speaker_code,transcript_clean,is_grammatical,labels
8228,MacWhinney/021001a.cha,CAR,blockses?,,
8229,MacWhinney/021001a.cha,CAR,no they're going to bring you Fritos.,,
8230,MacWhinney/021001a.cha,CAR,Fritos.,,
8231,MacWhinney/021001a.cha,CAR,and what about Spidey?,,
8232,MacWhinney/021001a.cha,CHI,Spidey don't have no more money.,-1,"sv_agreement, determiner"
8233,MacWhinney/021001a.cha,CAR,no Spidey doesn't have any money so he's not going to get anything.,,
8234,MacWhinney/021001a.cha,CAR,and what about the Hulk?,,
8235,MacWhinney/021001a.cha,CAR,is he going to bring you something?,,
8236,MacWhinney/021001a.cha,CHI,yeah.,,
8237,MacWhinney/021001a.cha,CAR,maybe.,,
8238,MacWhinney/021001a.cha,CAR,maybe.,,
8239,MacWhinney/021001a.cha,CHI,yeah.,,
8240,MacWhinney/021001a.cha,CAR,what?,,
8241,MacWhinney/021001a.cha,CAR,chocolate?,,
8242,MacWhinney/021001a.cha,CHI,yeah.,,
8243,MacWhinney/021001a.cha,CAR,you have some candy?,,
8244,MacWhinney/021001a.cha,CHI,the Hulk don't like chocolate.,-1,sv_agreement
8245,MacWhinney/021001a.cha,CAR,no but he likes Hulk cakes.,,
8246,MacWhinney/021001a.cha,CHI,yeah.,,
8247,MacWhinney/021001a.cha,CAR,he might bring you some cake.,,
8248,MacWhinney/021001a.cha,CAR,and how about this nice little hippo?,,
8249,MacWhinney/021001a.cha,CAR,is he a ghost?,,
8250,MacWhinney/021001a.cha,CHI,yeah.,,
8251,MacWhinney/021001a.cha,CAR,and the doggy's a ghost.,,
8252,MacWhinney/021001a.cha,CHI,yeah.,,
8253,MacWhinney/021001a.cha,CAR,but Snoopy's not a ghost right?,,
8254,MacWhinney/021001a.cha,CHI,no.,,
8255,MacWhinney/021001a.cha,CAR,why not?,,
8256,MacWhinney/021001a.cha,CHI,ghostses and Snoopy is my friend.,-1,sv_agreement
8257,MacWhinney/021001a.cha,CAR,Snoopy's your friend and.,,
8258,MacWhinney/021001a.cha,CHI,this is Snoopy.,1,
8259,MacWhinney/021001a.cha,CAR,that's Snoopy yeah.,,
8260,MacWhinney/021001a.cha,CHI,yeah.,,
8261,MacWhinney/021001a.cha,CAR,but he's a little ghost right?,,
8262,MacWhinney/021001a.cha,CHI,right.,,
8263,MacWhinney/021001a.cha,CAR,what do ghosts do?,,
8264,MacWhinney/021001a.cha,CHI,go whoooo.,1,
8265,MacWhinney/021001a.cha,CAR,oh they go like that?,,
8266,MacWhinney/021001a.cha,CHI,yeah.,,
8267,MacWhinney/021001a.cha,CAR,uh huh.,,
8268,MacWhinney/021001a.cha,CAR,and where do they live?,,
8269,MacWhinney/021001a.cha,CHI,at Halloween.,1,
8270,MacWhinney/021001a.cha,CAR,where does the witch live?,,
8271,MacWhinney/021001a.cha,CHI,at Halloween.,1,
8272,MacWhinney/021001a.cha,CAR,where does she go with her broom?,,
8273,MacWhinney/021001a.cha,CHI,a cat with her her broom.,0,
8274,MacWhinney/021001a.cha,CAR,uh huh but where does she go?,,
8275,MacWhinney/021001a.cha,CAR,where does she ride to?,,
8276,MacWhinney/021001a.cha,CHI,ride at Halloween.,-1,"subject, preposition"
8277,MacWhinney/021001a.cha,CAR,up to the moon.,,
8278,MacWhinney/021001a.cha,CAR,she goes up to the moon.,,
8279,MacWhinney/021001a.cha,CHI,yeah.,,
8280,MacWhinney/021001a.cha,CHI,and she been to the moon.,-1,auxiliary
8281,MacWhinney/021001a.cha,CAR,mm hm and she's nice right?,,
8282,MacWhinney/021001a.cha,CHI,yeah.,,
8283,MacWhinney/021001a.cha,CAR,and she just says horrible things right?,,
8284,MacWhinney/021001a.cha,CHI,yeah.,,
8285,MacWhinney/021001a.cha,CAR,but she's not really horrible.,,
8286,MacWhinney/021001a.cha,CHI,she wears funny clothes.,1,
8287,MacWhinney/021001a.cha,CAR,she wears really silly clothes.,,
8288,MacWhinney/021001a.cha,CHI,yeah.,,
8289,MacWhinney/021001a.cha,CHI,will you put his hat on?,1,
8290,MacWhinney/021001a.cha,CHI,and don't forget Marky's coat.,1,
8291,MacWhinney/021001a.cha,CHI,don't carry Marky because Marky might get snow on Marky's socks.,1,
8292,MacWhinney/021001a.cha,CHI,I want my um I want my I don't know how to say it um I want my thing.,1,
8293,MacWhinney/021001a.cha,CAR,you mean you want your scab?,,
8294,MacWhinney/021001a.cha,CHI,no don't say scab.,0,
8295,MacWhinney/021001a.cha,CHI,I want my thing.,1,
8296,MacWhinney/021001a.cha,CAR,point so you can show me where it is.,,
8297,MacWhinney/021001a.cha,CHI,I want my noisy choo choo train.,1,
8298,MacWhinney/021001a.cha,CHI,go get dollar.,-1,determiner
8299,MacWhinney/021001a.cha,CHI,get chocolate bar.,-1,determiner
8300,MacWhinney/021001a.cha,CHI,go put in mouth.,-1,determiner
8301,MacWhinney/021001a.cha,CAR,Marky is asleep.,,
8302,MacWhinney/021001a.cha,CHI,another boy is asleep?,1,
8303,MacWhinney/021001a.cha,CHI,he was getting up and see Marky Rossy.,-1,tense_aspect
8304,MacWhinney/021001a.cha,CHI,where's the little pictures?,0,
8305,MacWhinney/021001a.cha,CAR,oh they went of to Los Angeles and they're going to put them in our passport.,,
8306,MacWhinney/021001a.cha,CHI,no.,,
8307,MacWhinney/021001a.cha,CAR,yeah.,,
8308,MacWhinney/021001a.cha,CAR,they're going to put them in out passports and they're going to come back and you can see them.,,
8309,MacWhinney/021001a.cha,CHI,I don't want a passport.,1,
8310,MacWhinney/021001a.cha,CAR,you don't?,,
8311,MacWhinney/021001a.cha,CAR,you have to have a passport for Europe.,,
8312,MacWhinney/021001a.cha,CAR,do you wanna go to Europe?,,
8313,MacWhinney/021001a.cha,CAR,do you wanna go to Europe?,,
8314,MacWhinney/021001a.cha,CHI,I don't want a passport.,1,
8315,MacWhinney/021001a.cha,CAR,oh you don't wanna go to Europe huh?,,
8316,MacWhinney/021001a.cha,CHI,ya.,,
8317,MacWhinney/021001a.cha,CHI,no.,,
8318,MacWhinney/021001a.cha,CHI,I wanna put my little girl here my little girl not my bigger girl.,1,
8319,MacWhinney/021001a.cha,CAR,where's your bigger girl?,,
8320,MacWhinney/021001a.cha,CHI,she's at work.,1,
8321,MacWhinney/021001a.cha,CAR,she went to work?,,
8322,MacWhinney/021001a.cha,CAR,your big mommy girl?,,
8323,MacWhinney/021001a.cha,CHI,my big mommy girl went to work.,1,
8324,MacWhinney/021001a.cha,CAR,okay.,,
8325,MacWhinney/021001a.cha,CAR,do you wanna go pee pee now?,,
8326,MacWhinney/021001a.cha,CHI,yeah.,,
8327,MacWhinney/021001a.cha,CAR,okay.,,
8328,MacWhinney/021001a.cha,CHI,no.,,
8329,MacWhinney/021001a.cha,CAR,don't take that from Marky.,,
8330,MacWhinney/021001a.cha,CAR,give it back to him.,,
8331,MacWhinney/021001a.cha,CHI,no.,,
8332,MacWhinney/021001a.cha,CAR,that's Marky's.,,
8333,MacWhinney/021001a.cha,CAR,let him have it.,,
8334,MacWhinney/021001a.cha,CAR,that's a no no Ross.,,
8335,MacWhinney/021001a.cha,CAR,you did a bad thing.,,
8336,MacWhinney/021001a.cha,CAR,you have to go pee pee.,,
8337,MacWhinney/021001a.cha,CHI,okay okay okay.,1,
8338,MacWhinney/021001a.cha,CHI,I want my blanket and my bottle and my pillow.,1,
8339,MacWhinney/021001a.cha,CHI,me and Ross and Daddy are going to go to preschool.,1,
8340,MacWhinney/021001a.cha,CHI,I broke that candle stick.,1,
8341,MacWhinney/021001a.cha,CHI,I don't broke it in two bits I broke it in one bit.,-1,auxiliary
8342,MacWhinney/021001a.cha,CHI,I told Mrs Mitchell I see the Great Pumpkin and Charlie Brown.,1,
8343,MacWhinney/021001a.cha,CAR,what's that?,,
8344,MacWhinney/021001a.cha,CHI,I told Mrs Mitchell the Great Pumpkin and Charlie Brown.,-1,preposition
8345,MacWhinney/021001a.cha,CAR,you want Cherioos with milk?,,
8346,MacWhinney/021001a.cha,CHI,no clean cereal.,1,
8347,MacWhinney/021001a.cha,CAR,what do you want Ross?,,
8348,MacWhinney/021001a.cha,CHI,I want something for dinner.,1,
8349,MacWhinney/021001a.cha,CHI,Cheerios for dinner.,1,
8350,MacWhinney/021001a.cha,CHI,don't put my pill on my Cherioos.,1,
8351,MacWhinney/021001a.cha,CHI,you put my pill on my Cherioos.,1,
8352,MacWhinney/021001a.cha,CHI,get out of here you stupid bagel.,1,
8353,MacWhinney/021001a.cha,CHI,I wanna listen to Charlie Brown.,1,
8354,MacWhinney/021001a.cha,CAR,you wanna listen to Charlie Brown?,,
8355,MacWhinney/021001a.cha,CHI,mm hm.,1,
8356,MacWhinney/021001a.cha,CAR,no we're going to wake up and we're going to eat some breakfast.,,
8357,MacWhinney/021001a.cha,CHI,no.,,
8358,MacWhinney/021001a.cha,CAR,and go to preschool.,,
8359,MacWhinney/021001a.cha,CHI,no.,,
8360,MacWhinney/021001a.cha,CHI,are we going to see the Hulk?,1,
8361,MacWhinney/021001a.cha,CHI,are we going to see the Hulk?,1,
8362,MacWhinney/021001a.cha,CAR,mm hm.,,
8363,MacWhinney/021001a.cha,CHI,and then the Hulk is going to be scary on your tv.,1,
8364,MacWhinney/021001a.cha,CAR,what is Marky doing?,,
8365,MacWhinney/021001a.cha,CHI,he's trying to growl.,1,
8366,MacWhinney/021001a.cha,CAR,what's he doing?,,
8367,MacWhinney/021001a.cha,CHI,he's trying to growl.,1,
8368,MacWhinney/021001a.cha,CAR,oh yeah?,,
8369,MacWhinney/021001a.cha,CHI,yeah.,,
8370,MacWhinney/021001a.cha,CAR,why's he doing this?,,
8371,MacWhinney/021001a.cha,CHI,because he wants to.,1,
8372,MacWhinney/021001a.cha,CAR,he wants to.,,
8373,MacWhinney/021001a.cha,CHI,yeah.,,
8374,MacWhinney/021001a.cha,CAR,is he making little sounds?,,
8375,MacWhinney/021001a.cha,CAR,do you wanna fight about your clothes?,,
8376,MacWhinney/021001a.cha,CHI,I don't wanna fight.,1,
8377,MacWhinney/021001a.cha,CHI,I want some more grapes.,1,
8378,MacWhinney/021001a.cha,CHI,I have to go pee pee and don't eat my grapes.,1,
8379,MacWhinney/021001a.cha,CHI,falling books.,0,
8380,MacWhinney/021001a.cha,CHI,falling books.,0,
8381,MacWhinney/021001a.cha,CAR,Marky is a good little friend.,,
8382,MacWhinney/021001a.cha,CHI,daddy you're a mean friend.,1,
8383,MacWhinney/021001a.cha,CAR,you're a monster friend.,,
8384,MacWhinney/021001a.cha,CHI,me and Ross are monster friends.,1,
8385,MacWhinney/021001a.cha,CHI,who's the monster friend Ross?,1,
8386,MacWhinney/021001a.cha,CHI,your a monster friend.,0,
8387,MacWhinney/021001a.cha,CHI,we're monster friends?,1,
8388,MacWhinney/021001a.cha,CHI,no!,,
8389,MacWhinney/021001a.cha,CAR,what's wrong?,,
8390,MacWhinney/021001a.cha,CAR,oh Marky's taking your train?,,
8391,MacWhinney/021001a.cha,CHI,yeah.,,
8392,MacWhinney/021001a.cha,CAR,is that your train?,,
8393,MacWhinney/021001a.cha,CHI,yeah.,,
8394,MacWhinney/021001a.cha,CAR,isn't that nice?,,
8395,MacWhinney/021001a.cha,CAR,nice train.,,
8396,MacWhinney/021001a.cha,CHI,yeah but Marky's messing up my train.,1,
8397,MacWhinney/021001a.cha,CAR,he is?,,
8398,MacWhinney/021001a.cha,CHI,yeah.,,
8399,MacWhinney/021001a.cha,CAR,you can get in one and Marky get in the other.,,
8400,MacWhinney/021001a.cha,CHI,ready Mark?,1,
8401,MacWhinney/021001a.cha,CAR,where you going to go Ross?,,
8402,MacWhinney/021001a.cha,CHI,right right through here.,1,
8403,MacWhinney/021001a.cha,CAR,are you going to go right through there with your train?,,
8404,MacWhinney/021001a.cha,CHI,yeah.,,
8405,MacWhinney/021001a.cha,CHI,choo choo.,0,
8406,MacWhinney/021001a.cha,CAR,nice that's a nice little train you got there.,,
8407,MacWhinney/021001a.cha,CAR,do you wanna put more people on your train?,,
8408,MacWhinney/021001a.cha,CHI,uh?,,
8409,MacWhinney/021001a.cha,CAR,you could put a dog on your train.,,
8410,MacWhinney/021001a.cha,CHI,okay.,,
8411,MacWhinney/021001a.cha,CAR,you could put a dog back here.,,
8412,MacWhinney/021001a.cha,CHI,a little doggy.,1,
8413,MacWhinney/021001a.cha,CAR,and how about a hippo.,,
8414,MacWhinney/021001a.cha,CHI,a little doggy.,0,
8415,MacWhinney/021001a.cha,CAR,put a hippo in it.,,
8416,MacWhinney/021001a.cha,CAR,mommy do you wanna see the train?,,
8417,MacWhinney/021001a.cha,CHI,a little doggy.,0,
8418,MacWhinney/021001a.cha,CAR,mommy do you wanna see the train?,,
8419,MacWhinney/021001a.cha,CHI,a little one.,0,
8420,MacWhinney/021001a.cha,CHI,I got elephants and Marky got elephants on.,-1,preposition
8421,MacWhinney/021001a.cha,CHI,this is wet.,1,
8422,MacWhinney/021001a.cha,CAR,I put it in the wash.,,
8423,MacWhinney/021001a.cha,CHI,you put it in the wash all by yourself.,1,
8424,MacWhinney/021001a.cha,CHI,you wait for me okay?,1,
8425,MacWhinney/021001a.cha,CHI,go get the one that's on your bed.,1,
8426,MacWhinney/021001a.cha,CHI,the one in my bed has milk in it.,1,
8427,MacWhinney/021001a.cha,CHI,I saw Big Bird at my school and the cat got blood on that.,0,
8428,MacWhinney/021001a.cha,CHI,are you going to your home?,1,
8429,MacWhinney/021001a.cha,CHI,but I'm to my home.,-1,verb
8430,MacWhinney/021001a.cha,CAR,do you wanna make the pumpkin into a pumpkin pie?,,
8431,MacWhinney/021001a.cha,CHI,no.,,
8432,MacWhinney/021001a.cha,CHI,don't make my pumpkin into a pumpkin pie.,1,
8433,MacWhinney/021001a.cha,CAR,why not?,,
8434,MacWhinney/021001a.cha,CHI,because it'll be dark.,1,
8435,MacWhinney/021001a.cha,CAR,why don't you want the pumpkin to be made into a pumpkin pie?,,
8436,MacWhinney/021001a.cha,CAR,because you don't wanna be a pumpkin pie?,,
8437,MacWhinney/021001a.cha,CHI,no that pumpkin don't wanna be a.,-1,"sv_agreement, object"
8438,MacWhinney/021001a.cha,CAR,you don't wanna eat that pumpkin?,,
8439,MacWhinney/021001a.cha,CAR,you don't wanna eat it?,,
8440,MacWhinney/021001a.cha,CAR,no you like it?,,
8441,MacWhinney/021001a.cha,CAR,okay we won't eat it.,,
8442,MacWhinney/021001a.cha,CHI,I want it to be a jack o lantern.,1,
8443,MacWhinney/021001a.cha,CAR,you wanna be a jack o lantern?,,
8444,MacWhinney/021001a.cha,CHI,no that pumpkin wanna be a little jack o lantern.,-1,sv_agreement
8445,Thomas/021005.cha,CHI,oops where my hands gone?,-1,"auxiliary, verb"
8446,Thomas/021005.cha,CHI,whee!,,
8447,Thomas/021005.cha,CAR,where have your hands gone?,,
8448,Thomas/021005.cha,CHI,yeah.,,
8449,Thomas/021005.cha,CAR,I think you've put them down my jumper haven't you?,,
8450,Thomas/021005.cha,CHI,yes.,,
8451,Thomas/021005.cha,CHI,think so.,0,
8452,Thomas/021005.cha,CAR,you think so?,,
8453,Thomas/021005.cha,CHI,yeah.,,
8454,Thomas/021005.cha,CAR,are you warming them?,,
8455,Thomas/021005.cha,CHI,yeah.,,
8456,Thomas/021005.cha,CAR,right.,,
8457,Thomas/021005.cha,CAR,let's change your nappie and then we'll have some lunch.,,
8458,Thomas/021005.cha,CAR,would you like a pillow?,,
8459,Thomas/021005.cha,CAR,would you like a pillow?,,
8460,Thomas/021005.cha,CHI,no.,,
8461,Thomas/021005.cha,CAR,Thomas.,,
8462,Thomas/021005.cha,CAR,what happened when we were.,,
8463,Thomas/021005.cha,CAR,oh be careful.,,
8464,Thomas/021005.cha,CAR,what happened when we were coming home today?,,
8465,Thomas/021005.cha,CAR,no.,,
8466,Thomas/021005.cha,CAR,don't do that.,,
8467,Thomas/021005.cha,CAR,because it's going into the glass.,,
8468,Thomas/021005.cha,CAR,pop your head on the pillow.,,
8469,Thomas/021005.cha,CAR,that's it.,,
8470,Thomas/021005.cha,CHI,mhm.,,
8471,Thomas/021005.cha,CAR,what happened when we were coming home?,,
8472,Thomas/021005.cha,CHI,uh.,,
8473,Thomas/021005.cha,CHI,I don't know.,1,
8474,Thomas/021005.cha,CAR,what about the wind and the hail and the rain?,,
8475,Thomas/021005.cha,CAR,it was lovely and sunny when we left.,,
8476,Thomas/021005.cha,CHI,juice.,,
8477,Thomas/021005.cha,CHI,biscuit.,,
8478,Thomas/021005.cha,CAR,yes.,,
8479,Thomas/021005.cha,CAR,well what happened.,,
8480,Thomas/021005.cha,CAR,we left toddler group and the sun was shining.,,
8481,Thomas/021005.cha,CAR,it was gorgeous.,,
8482,Thomas/021005.cha,CAR,and we hadn't gone very far and it started raining and hailstoning and it was windy.,,
8483,Thomas/021005.cha,CAR,and you were walking.,,
8484,Thomas/021005.cha,CAR,you weren't in your pushchair were you?,,
8485,Thomas/021005.cha,CHI,no.,,
8486,Thomas/021005.cha,CAR,and you asked to go back in.,,
8487,Thomas/021005.cha,CAR,and we popped you in the pushchair and put the rain cover on.,,
8488,Thomas/021005.cha,CAR,I think the hail was battering your face and it made it sore.,,
8489,Thomas/021005.cha,CHI,yeah.,,
8490,Thomas/021005.cha,CAR,and Jo gave you a biscuit to stop you crying.,,
8491,Thomas/021005.cha,CAR,but you said you didn't want it.,,
8492,Thomas/021005.cha,CAR,so what happened to the biscuit?,,
8493,Thomas/021005.cha,CHI,Mummy ate it.,1,
8494,Thomas/021005.cha,CAR,Mummy ate it.,,
8495,Thomas/021005.cha,CHI,Mummy ate it all myself.,-1,other
8496,Thomas/021005.cha,CAR,I ate it all up by myself.,,
8497,Thomas/021005.cha,CAR,it was only a tiny piece of biscuit.,,
8498,Thomas/021005.cha,CAR,it was about a quarter of a biscuit.,,
8499,Thomas/021005.cha,CAR,but.,,
8500,Thomas/021005.cha,CHI,I not want it.,-1,auxiliary
8501,Thomas/021005.cha,CAR,you didn't want it did you?,,
8502,Thomas/021005.cha,CHI,mhm.,,
8503,Thomas/021005.cha,CAR,oh look.,,
8504,Thomas/021005.cha,CAR,Purdie's here.,,
8505,Thomas/021005.cha,CHI,hello Purdie.,1,
8506,Thomas/021005.cha,CHI,hello.,,
8507,Thomas/021005.cha,CAR,right.,,
8508,Thomas/021005.cha,CAR,lie down again now.,,
8509,Thomas/021005.cha,CHI,hello Pussy.,1,
8510,Thomas/021005.cha,CAR,hello Pussy.,,
8511,Thomas/021005.cha,CHI,hello.,,
8512,Thomas/021005.cha,CHI,hello chicken.,1,
8513,Thomas/021005.cha,CAR,you calling Purdie a chicken?,,
8514,Thomas/021005.cha,CHI,a chicken.,1,
8515,Thomas/021005.cha,CHI,I fall over.,-1,tense_aspect
8516,Thomas/021005.cha,CHI,I not fall over.,-1,auxiliary
8517,Thomas/021005.cha,CHI,not Jo eat my biscuit?,-1,"auxiliary, other"
8518,Thomas/021005.cha,CAR,no.,,
8519,Thomas/021005.cha,CHI,no.,,
8520,Thomas/021005.cha,CAR,oh you fell over twice at toddler group didn't you?,,
8521,Thomas/021005.cha,CHI,yes.,,
8522,Thomas/021005.cha,CAR,what happened?,,
8523,Thomas/021005.cha,CAR,the first time you fell off the little tractor and ended up sitting in the trailer didn't you?,,
8524,Thomas/021005.cha,CHI,yeah.,,
8525,Thomas/021005.cha,CHI,like animal.,-1,"subject, verb"
8526,Thomas/021005.cha,CAR,like an animal.,,
8527,Thomas/021005.cha,CAR,yes.,,
8528,Thomas/021005.cha,CAR,you were like an animal.,,
8529,Thomas/021005.cha,CAR,you were sitting in the trailer.,,
8530,Thomas/021005.cha,CAR,and what happened then?,,
8531,Thomas/021005.cha,CAR,did you come to Mummy for a cuddle?,,
8532,Thomas/021005.cha,CHI,yeah.,,
8533,Thomas/021005.cha,CAR,a bit upset weren't you?,,
8534,Thomas/021005.cha,CHI,then fall over my scooter.,-1,"subject, tense_aspect"
8535,Thomas/021005.cha,CAR,then you fell over on the scooter.,,
8536,Thomas/021005.cha,CAR,you were riding round on the scooter and you fell off it didn't you?,,
8537,Thomas/021005.cha,CHI,yeah.,,
8538,Thomas/021005.cha,CAR,oh.,,
8539,Thomas/021005.cha,CAR,you came to Mummy for another cuddle.,,
8540,Thomas/021005.cha,CHI,mhm.,,
8541,Thomas/021005.cha,CAR,and who else was there?,,
8542,Thomas/021005.cha,CHI,I don't know.,1,
8543,Thomas/021005.cha,CAR,you don't know?,,
8544,Thomas/021005.cha,CHI,no.,,
8545,Thomas/021005.cha,CAR,well who picked you up and took you for a little walk?,,
8546,Thomas/021005.cha,CAR,you don't know?,,
8547,Thomas/021005.cha,CHI,no.,,
8548,Thomas/021005.cha,CAR,stop whispering.,,
8549,Thomas/021005.cha,CHI,don't know!,0,
8550,Thomas/021005.cha,CAR,you don't know.,,
8551,Thomas/021005.cha,CAR,well what about Lyn.,,
8552,Thomas/021005.cha,CHI,yeah.,,
8553,Thomas/021005.cha,CAR,Lyn.,,
8554,Thomas/021005.cha,CAR,what did Lyn do with you?,,
8555,Thomas/021005.cha,CHI,don't know.,0,
8556,Thomas/021005.cha,CAR,Thomas!,,
8557,Thomas/021005.cha,CAR,stop saying I don't know.,,
8558,Thomas/021005.cha,CHI,around around my scooter.,-1,"subject, verb"
8559,Thomas/021005.cha,CAR,did she let you go round and round on the scooter?,,
8560,Thomas/021005.cha,CAR,was she helping you?,,
8561,Thomas/021005.cha,CHI,yeah.,,
8562,Thomas/021005.cha,CAR,so you didn't fall off?,,
8563,Thomas/021005.cha,CHI,yeah.,,
8564,Thomas/021005.cha,CAR,oh that's nice.,,
8565,Thomas/021005.cha,CHI,I felt so proud.,1,
8566,Thomas/021005.cha,CAR,so proud.,,
8567,Thomas/021005.cha,CAR,who's so proud?,,
8568,Thomas/021005.cha,CAR,Mummy?,,
8569,Thomas/021005.cha,CHI,yeah.,,
8570,Thomas/021005.cha,CAR,I have been proud of you today.,,
8571,Thomas/021005.cha,CAR,you've been a good boy.,,
8572,Thomas/021005.cha,CHI,hiding.,,
8573,Thomas/021005.cha,CAR,and then after all that had happened.,,
8574,Thomas/021005.cha,CHI,yeah.,,
8575,Thomas/021005.cha,CAR,we went to story time didn't we?,,
8576,Thomas/021005.cha,CAR,what was the story about today?,,
8577,Thomas/021005.cha,CHI,I don't know.,1,
8578,Thomas/021005.cha,CAR,you don't know that either.,,
8579,Thomas/021005.cha,CAR,where you not paying attention?,,
8580,Thomas/021005.cha,CHI,no.,,
8581,Thomas/021005.cha,CAR,you know.,,
8582,Thomas/021005.cha,CAR,you monkey.,,
8583,Thomas/021005.cha,CAR,it was about a giraffe.,,
8584,Thomas/021005.cha,CHI,that's a silly affe.,0,
8585,Thomas/021005.cha,CAR,a silly affe?,,
8586,Thomas/021005.cha,CAR,a silly giraffe?,,
8587,Thomas/021005.cha,CHI,yeah.,,
8588,Thomas/021005.cha,CHI,a gone.,-1,"subject, verb, determiner"
8589,Thomas/021005.cha,CHI,feet.,,
8590,Thomas/021005.cha,CHI,where has Thomas's chin gone?,1,
