,transcript_file,speaker_code,transcript_clean,is_grammatical,labels
3348,Suppes/021006.cha,CAR,how many pancakes did you have?,,
3349,Suppes/021006.cha,CHI,big ones.,1,
3350,Suppes/021006.cha,CAR,did you have little ones too?,,
3351,Suppes/021006.cha,CHI,yup.,,
3352,Suppes/021006.cha,CAR,and what did Justin eat?,,
3353,Suppes/021006.cha,CHI,he eat he ate pancakes too.,1,
3354,Suppes/021006.cha,CAR,he did?,,
3355,Suppes/021006.cha,CAR,and what did Mommy eat?,,
3356,Suppes/021006.cha,CHI,she ate french fries.,1,
3357,Suppes/021006.cha,CAR,french fries?,,
3358,Suppes/021006.cha,CHI,and hamburger.,1,
3359,Suppes/021006.cha,CAR,and a hamburger.,,
3360,Suppes/021006.cha,CAR,did you help me eat my french fries?,,
3361,Suppes/021006.cha,CHI,yeah.,,
3362,Suppes/021006.cha,CHI,and I and I ate some of your french fries.,1,
3363,Suppes/021006.cha,CAR,did I eat some of your pancake?,,
3364,Suppes/021006.cha,CHI,yeah.,,
3365,Suppes/021006.cha,CAR,what did you put on top of your pancakes?,,
3366,Suppes/021006.cha,CHI,syrup.,,
3367,Suppes/021006.cha,CHI,oh and syrup.,1,
3368,Suppes/021006.cha,CAR,what do I make?,,
3369,Suppes/021006.cha,CAR,what am I making?,,
3370,Suppes/021006.cha,CHI,pancakes.,,
3371,Suppes/021006.cha,CAR,oh who are you going to feed them to?,,
3372,Suppes/021006.cha,CHI,a dolly.,1,
3373,Suppes/021006.cha,CHI,here.,,
3374,Suppes/021006.cha,CHI,here's a pancake.,1,
3375,Suppes/021006.cha,CHI,yum yum yum yum yum yum a yum.,0,
3376,Suppes/021006.cha,CHI,yummy.,,
3377,Suppes/021006.cha,CHI,yummy.,,
3378,Suppes/021006.cha,CHI,Mommy what are you doing?,1,
3379,Suppes/021006.cha,CAR,I'm looking for some pots to cook with.,,
3380,Suppes/021006.cha,CHI,oh.,,
3381,Suppes/021006.cha,CAR,and a rolling pin.,,
3382,Suppes/021006.cha,CHI,for the roll?,1,
3383,Suppes/021006.cha,CHI,for me?,1,
3384,Suppes/021006.cha,CHI,can I roll?,1,
3385,Suppes/021006.cha,CHI,can I roll Mommy?,1,
3386,Suppes/021006.cha,CAR,yeah.,,
3387,Suppes/021006.cha,CAR,to roll the dough with.,,
3388,Suppes/021006.cha,CHI,my dough?,1,
3389,Suppes/021006.cha,CAR,uhhuh.,,
3390,Suppes/021006.cha,CHI,a little pottie.,0,
3391,Suppes/021006.cha,CAR,a little pot.,,
3392,Suppes/021006.cha,CAR,now you can cook us supper okay?,,
3393,Suppes/021006.cha,CHI,okay.,,
3394,Suppes/021006.cha,CHI,other roll it on here.,-1,
3395,Suppes/021006.cha,CAR,what are you doing?,,
3396,Suppes/021006.cha,CHI,I'm rolling my play dough.,1,
3397,Suppes/021006.cha,CAR,oh.,,
3398,Suppes/021006.cha,CHI,it's my.,-1,object
3399,Suppes/021006.cha,CHI,is this is this my little one?,1,
3400,Suppes/021006.cha,CAR,that's your rolling pin.,,
3401,Suppes/021006.cha,CHI,oh.,,
3402,Suppes/021006.cha,CHI,what do roll pins do?,1,
3403,Suppes/021006.cha,CAR,what do rolling pins do?,,
3404,Suppes/021006.cha,CHI,yeah.,,
3405,Suppes/021006.cha,CAR,they're use to roll out the dough when you're baking.,,
3406,Suppes/021006.cha,CAR,you roll it this way see?,,
3407,Suppes/021006.cha,CAR,this way.,,
3408,Suppes/021006.cha,CHI,let me do that.,1,
3409,Suppes/021006.cha,CHI,like that?,1,
3410,Suppes/021006.cha,CAR,ummhm.,,
3411,Suppes/021006.cha,CHI,now my now my dough is finished.,1,
3412,Suppes/021006.cha,CHI,look at this bread.,1,
3413,Suppes/021006.cha,CAR,is that bread?,,
3414,Suppes/021006.cha,CHI,yup.,,
3415,Suppes/021006.cha,CHI,for you.,1,
3416,Suppes/021006.cha,CAR,thank you.,,
3417,Suppes/021006.cha,CHI,this is not too little.,1,
3418,Suppes/021006.cha,CAR,is that a little pot?,,
3419,Suppes/021006.cha,CHI,yeah.,,
3420,Suppes/021006.cha,CAR,oh isn't it sweet.,,
3421,Suppes/021006.cha,CHI,let's make little peas in there.,1,
3422,Suppes/021006.cha,CHI,okay?,,
3423,Suppes/021006.cha,CHI,what's my do on play dough?,-1,other
3424,Suppes/021006.cha,CHI,do I have dough?,1,
3425,Suppes/021006.cha,CHI,do I have dough?,1,
3426,Suppes/021006.cha,CAR,do you have play dough?,,
3427,Suppes/021006.cha,CHI,dough?,,
3428,Suppes/021006.cha,CAR,that's called play dough.,,
3429,Suppes/021006.cha,CHI,do I have dough?,1,
3430,Suppes/021006.cha,CAR,do you have play dough?,,
3431,Suppes/021006.cha,CAR,yes you do.,,
3432,Suppes/021006.cha,CHI,no do I have dough?,1,
3433,Suppes/021006.cha,CAR,dough?,,
3434,Suppes/021006.cha,CAR,yes you have dough.,,
3435,Suppes/021006.cha,CAR,be careful not to put it on the on the rug okay?,,
3436,Suppes/021006.cha,CAR,let's keep it up here.,,
3437,Suppes/021006.cha,CAR,on this box top.,,
3438,Suppes/021006.cha,CHI,I'm going to cook.,1,
3439,Suppes/021006.cha,CHI,now I have.,-1,object
3440,Suppes/021006.cha,CAR,what are you cooking?,,
3441,Suppes/021006.cha,CHI,what?,,
3442,Suppes/021006.cha,CHI,oh look at this pot.,1,
3443,Suppes/021006.cha,CHI,I could put something in there.,1,
3444,Suppes/021006.cha,CHI,there.,,
3445,Suppes/021006.cha,CHI,there.,,
3446,Suppes/021006.cha,CHI,that was a big one.,1,
3447,Suppes/021006.cha,CAR,what are you putting in that pot?,,
3448,Suppes/021006.cha,CHI,peas.,,
3449,Suppes/021006.cha,CHI,bacon.,,
3450,Suppes/021006.cha,CHI,bacon.,,
3451,Suppes/021006.cha,CAR,bacon?,,
3452,Suppes/021006.cha,CAR,did you have bacon the other day at the pancake house?,,
3453,Suppes/021006.cha,CHI,yup.,,
3454,Suppes/021006.cha,CAR,what did you eat at the fair?,,
3455,Suppes/021006.cha,CAR,remember?,,
3456,Suppes/021006.cha,CHI,yeah.,,
3457,Suppes/021006.cha,CAR,what did you have to eat at the fair?,,
3458,Suppes/021006.cha,CHI,chicken.,,
3459,Suppes/021006.cha,CAR,oh was it a big turkey stick?,,
3460,Suppes/021006.cha,CAR,a turkey drumstick?,,
3461,Suppes/021006.cha,CHI,yup.,,
3462,Suppes/021006.cha,CAR,how did you eat it?,,
3463,Suppes/021006.cha,CHI,with your hands.,1,
3464,Suppes/021006.cha,CAR,with your hands.,,
3465,Suppes/021006.cha,CAR,what else did you eat at the fair?,,
3466,Suppes/021006.cha,CHI,a cake.,1,
3467,Suppes/021006.cha,CAR,cake?,,
3468,Suppes/021006.cha,CAR,was it good?,,
3469,Suppes/021006.cha,CHI,yup and a man eating fire.,-1,verb
3470,Suppes/021006.cha,CAR,was there a man eating fire at the fair?,,
3471,Suppes/021006.cha,CHI,yeah.,,
3472,Suppes/021006.cha,CAR,what did he do with the fire at the fair?,,
3473,Suppes/021006.cha,CHI,yeah.,,
3474,Suppes/021006.cha,CAR,what did he do with the fire?,,
3475,Suppes/021006.cha,CAR,where did he put it?,,
3476,Suppes/021006.cha,CHI,in his mouth.,1,
3477,Suppes/021006.cha,CAR,oh that would burn wouldn't it?,,
3478,Suppes/021006.cha,CHI,yup.,,
3479,Suppes/021006.cha,CAR,did you think he got burned?,,
3480,Suppes/021006.cha,CHI,yeah.,,
3481,Suppes/021006.cha,CAR,we don't eat fire do we?,,
3482,Suppes/021006.cha,CHI,no we eat just eat food.,1,
3483,Suppes/021006.cha,CAR,what else did you see at the fair?,,
3484,Suppes/021006.cha,CHI,a a funny lady with red hair and a funny lady with cream on her.,1,
3485,Suppes/021006.cha,CHI,she was and she was a witch.,1,
3486,Suppes/021006.cha,CAR,she was a witch?,,
3487,Suppes/021006.cha,CAR,she had white cream all over her hair.,,
3488,Suppes/021006.cha,CAR,or her face?,,
3489,Suppes/021006.cha,CHI,her face.,1,
3490,Suppes/021006.cha,CAR,her face.,,
3491,Suppes/021006.cha,CAR,was she ugly or pretty?,,
3492,Suppes/021006.cha,CHI,ugly.,,
3493,Suppes/021006.cha,CAR,ugly.,,
3494,Suppes/021006.cha,CAR,did she scare you?,,
3495,Suppes/021006.cha,CHI,yup.,,
3496,Suppes/021006.cha,CAR,what was she doing?,,
3497,Suppes/021006.cha,CHI,she was scaring me.,1,
3498,Suppes/021006.cha,CAR,oh.,,
3499,Suppes/021006.cha,CAR,did we see many people in costumes at the fair?,,
3500,Suppes/021006.cha,CHI,yup.,,
3501,Suppes/021006.cha,CAR,what were they wearing?,,
3502,Suppes/021006.cha,CAR,what kind of costumes?,,
3503,Suppes/021006.cha,CHI,blue.,,
3504,Suppes/021006.cha,CAR,were there was there a queen?,,
3505,Suppes/021006.cha,CHI,yeah.,,
3506,Suppes/021006.cha,CAR,where was the queen?,,
3507,Suppes/021006.cha,CAR,where was the queen?,,
3508,Suppes/021006.cha,CHI,on top of a high chair.,1,
3509,Suppes/021006.cha,CAR,on top of a chair.,,
3510,Suppes/021006.cha,CHI,and she was.,-1,object
3511,Suppes/021006.cha,CHI,how are you people down there?,1,
3512,Suppes/021006.cha,CAR,what was she saying?,,
3513,Suppes/021006.cha,CHI,she was.,-1,object
3514,Suppes/021006.cha,CHI,hello how are how are all you people down there?,1,
3515,Suppes/021006.cha,CHI,that what she sayed.,-1,tense_aspect
3516,Suppes/021006.cha,CAR,is that what she said?,,
3517,Suppes/021006.cha,CAR,did you see a puppet show there?,,
3518,Suppes/021006.cha,CAR,what happened at the puppet show?,,
3519,Suppes/021006.cha,CHI,she talked.,1,
3520,Suppes/021006.cha,CAR,who was at the puppet show?,,
3521,Suppes/021006.cha,CHI,puppets.,,
3522,Suppes/021006.cha,CAR,what were their names remember?,,
3523,Suppes/021006.cha,CAR,what were their names?,,
3524,Suppes/021006.cha,CHI,Mr Mr Punch.,1,
3525,Suppes/021006.cha,CAR,what did Mr Punch do?,,
3526,Suppes/021006.cha,CHI,he punched.,1,
3527,Suppes/021006.cha,CAR,did he punch down Judy?,,
3528,Suppes/021006.cha,CHI,yeah.,,
3529,Suppes/021006.cha,CAR,and what was he carrying in his arms remember?,,
3530,Suppes/021006.cha,CHI,yup.,,
3531,Suppes/021006.cha,CHI,a baby.,1,
3532,Suppes/021006.cha,CAR,what did he do to the baby?,,
3533,Suppes/021006.cha,CHI,he dropped him on his head and cried.,0,
3534,Suppes/021006.cha,CAR,oh who did he drop on his head?,,
3535,Suppes/021006.cha,CHI,a baby.,1,
3536,Suppes/021006.cha,CAR,oh did he drop him out of the window?,,
3537,Suppes/021006.cha,CHI,no.,,
3538,Suppes/021006.cha,CAR,what happened to Mr Punch?,,
3539,Suppes/021006.cha,CHI,punched.,,
3540,Suppes/021006.cha,CHI,the the alligator come out and bite his chin.,-1,tense_aspect
3541,Suppes/021006.cha,CAR,did the alligator come out?,,
3542,Suppes/021006.cha,CAR,what did the alligator wanna do to Mr Punch?,,
3543,Suppes/021006.cha,CHI,he ate it him all up.,1,
3544,Suppes/021006.cha,CAR,did that scare him?,,
3545,Suppes/021006.cha,CHI,yup.,,
3546,Suppes/021006.cha,CAR,did Mr Punch have a big nose or a little nose?,,
3547,Suppes/021006.cha,CHI,a big nose.,1,
3548,Suppes/021006.cha,CAR,was he ugly?,,
3549,Suppes/021006.cha,CHI,yeah.,,
3550,Suppes/021006.cha,CAR,he sure was.,,
3551,Suppes/021006.cha,CHI,yup.,,
3552,Suppes/021006.cha,CAR,what did the people do at the puppet show?,,
3553,Suppes/021006.cha,CHI,watched Mr Punch talk.,1,
3554,Suppes/021006.cha,CAR,did you clap sometime?,,
3555,Suppes/021006.cha,CAR,did you clap for Mr Punch?,,
3556,Suppes/021006.cha,CHI,yup.,,
3557,Suppes/021006.cha,CAR,who did we go to the fair with?,,
3558,Suppes/021006.cha,CHI,with Dennis.,1,
3559,Suppes/021006.cha,CAR,no that was Cinda remember?,,
3560,Suppes/021006.cha,CHI,oh it's upside down.,1,
3561,Suppes/021006.cha,CAR,what's upside down?,,
3562,Suppes/021006.cha,CHI,the the peas are.,1,
3563,Suppes/021006.cha,CAR,oh oh are you putting the pot upside down?,,
3564,Suppes/021006.cha,CAR,but the play dough is sticking isn't it?,,
3565,Suppes/021006.cha,CHI,yup.,,
3566,Suppes/021006.cha,CAR,so they're not falling out.,,
3567,Suppes/021006.cha,CHI,yup.,,
3568,Suppes/021006.cha,CHI,a stick.,0,
3569,Suppes/021006.cha,CAR,where is the play dough sticking?,,
3570,Suppes/021006.cha,CHI,in the pot.,1,
3571,Suppes/021006.cha,CHI,I made the play dough off.,-1,other
3572,Suppes/021006.cha,CAR,you are?,,
3573,Suppes/021006.cha,CHI,that's not good.,1,
3574,Suppes/021006.cha,CHI,that's awful.,1,
3575,Suppes/021006.cha,CAR,play dough's good for pretend food right?,,
3576,Suppes/021006.cha,CHI,yeah.,,
3577,Suppes/021006.cha,CAR,maybe the dolly can eat it.,,
3578,Suppes/021006.cha,CHI,yup because she likes it.,1,
3579,Suppes/021006.cha,CHI,right?,,
3580,Suppes/021006.cha,CAR,yeah she sure does.,,
3581,Suppes/021006.cha,CHI,yup we don't.,0,
3582,Suppes/021006.cha,CHI,nope nope nope nope.,1,
3583,Suppes/021006.cha,CHI,she ate it.,1,
3584,Suppes/021006.cha,CHI,all up.,1,
3585,Suppes/021006.cha,CHI,not for us.,0,
3586,Suppes/021006.cha,CAR,who ate it all up?,,
3587,Suppes/021006.cha,CHI,my dolly did.,1,
3588,Suppes/021006.cha,CHI,not for us.,0,
3589,Suppes/021006.cha,CAR,no.,,
3590,Suppes/021006.cha,CHI,did you got a big piece?,-1,tense_aspect
3591,Suppes/021006.cha,CAR,I just took a big chunk of play dough.,,
3592,Suppes/021006.cha,CHI,oh I got a big piece too.,1,
3593,Suppes/021006.cha,CAR,what are you going to do?,,
3594,Suppes/021006.cha,CHI,what you making?,-1,auxiliary
3595,Suppes/021006.cha,CAR,oh I think I'll pretend to make some bread.,,
3596,Suppes/021006.cha,CHI,no a ball.,1,
3597,Suppes/021006.cha,CHI,a ball.,1,
3598,Suppes/021006.cha,CHI,a ball you make Mommy.,-1,other
3599,Suppes/021006.cha,CHI,a ball.,1,
3600,Suppes/021006.cha,CAR,okay.,,
3601,Suppes/021006.cha,CAR,what do you wanna do with the ball?,,
3602,Suppes/021006.cha,CHI,throw it.,1,
3603,Suppes/021006.cha,CHI,make play dough ball.,-1,determiner
3604,Suppes/021006.cha,CHI,I wanna throw the play dough ball.,1,
3605,Suppes/021006.cha,CAR,here's a ball.,,
3606,Suppes/021006.cha,CAR,doesn't it feel nice?,,
3607,Suppes/021006.cha,CHI,bounce the ball.,0,
3608,Suppes/021006.cha,CHI,what you make with this one?,-1,present_progressive
3609,Suppes/021006.cha,CAR,a snake.,,
3610,Suppes/021006.cha,CHI,okay.,,
3611,Suppes/021006.cha,CHI,and it will bite her.,1,
3612,Suppes/021006.cha,CHI,and me.,1,
3613,Suppes/021006.cha,CAR,long wriggly snake.,,
3614,Suppes/021006.cha,CAR,see the snake?,,
3615,Suppes/021006.cha,CHI,yup.,,
3616,Suppes/021006.cha,CHI,make a mouth for it.,1,
3617,Suppes/021006.cha,CHI,oh he's going to bite that girl.,1,
3618,Suppes/021006.cha,CAR,did he bite her?,,
3619,Suppes/021006.cha,CHI,yup.,,
3620,Suppes/021006.cha,CAR,poor girl.,,
3621,Suppes/021006.cha,CAR,what is she doing now?,,
3622,Suppes/021006.cha,CHI,she's crying from the snake.,-1,preposition
3623,Suppes/021006.cha,CAR,oh.,,
3624,Suppes/021006.cha,CHI,she's lying on my arm.,1,
3625,Suppes/021006.cha,CHI,he's biting me.,1,
3626,Suppes/021006.cha,CAR,where's the snake?,,
3627,Suppes/021006.cha,CHI,on me on my on this.,1,
3628,Suppes/021006.cha,CAR,on your shoulder?,,
3629,Suppes/021006.cha,CHI,yup.,,
3630,Suppes/021006.cha,CAR,oh that's a funny place for a snake to be.,,
3631,Suppes/021006.cha,CHI,he's he's upside down.,1,
3632,Suppes/021006.cha,CHI,I'm going to put on your shoulder.,-1,object
3633,Suppes/021006.cha,CAR,where is the snake?,,
3634,Suppes/021006.cha,CHI,on your shoulder.,1,
