,transcript_file,speaker_code,transcript_clean,is_grammatical,labels,age
839,TD/dirk2.cha,CAR,look.,,,26
840,TD/dirk2.cha,CAR,hey you silly Christ.,,,26
841,TD/dirk2.cha,CAR,you silly Christ.,,,26
842,TD/dirk2.cha,CAR,you're a silly boy with all these circles on you leg.,,,26
843,TD/dirk2.cha,CAR,pop.,,,26
844,TD/dirk2.cha,CAR,pop.,,,26
845,TD/dirk2.cha,CHI,pop.,,,26
846,TD/dirk2.cha,CAR,pop.,,,26
847,TD/dirk2.cha,CAR,pop.,,,26
848,TD/dirk2.cha,CAR,look.,,,26
849,TD/dirk2.cha,CAR,look at you.,,,26
850,TD/dirk2.cha,CAR,who bit you there?,,,26
851,TD/dirk2.cha,CAR,mosquito?,,,26
852,TD/dirk2.cha,CHI,do it again.,1.0,,26
853,TD/dirk2.cha,CAR,no no more.,,,26
854,TD/dirk2.cha,CAR,there is too many circles.,,,26
855,TD/dirk2.cha,CAR,look at all these.,,,26
856,TD/dirk2.cha,CAR,they are all around.,,,26
857,TD/dirk2.cha,CAR,there is one.,,,26
858,TD/dirk2.cha,CAR,there are plenty more over here.,,,26
859,TD/dirk2.cha,CAR,huh?,,,26
860,TD/dirk2.cha,CAR,you are not telling me about the story.,,,26
861,TD/dirk2.cha,CHI,do it maam.,0.0,,26
862,TD/dirk2.cha,CAR,do it on what leg?,,,26
863,TD/dirk2.cha,CHI,maam.,,,26
864,TD/dirk2.cha,CAR,put them where?,,,26
865,TD/dirk2.cha,CHI,maam.,,,26
866,TD/dirk2.cha,CAR,on me?,,,26
867,TD/dirk2.cha,CHI,ya.,,,26
868,TD/dirk2.cha,CAR,are you pulling me off?,,,26
869,TD/dirk2.cha,CAR,now I have circles on my leg.,,,26
870,TD/dirk2.cha,CHI,all right.,1.0,,26
871,TD/dirk2.cha,CAR,all right.,,,26
872,TD/dirk2.cha,CAR,I didn't want any circles on me.,,,26
873,TD/dirk2.cha,CAR,pop.,,,26
874,TD/dirk2.cha,CHI,pop.,,,26
875,TD/dirk2.cha,CAR,pop.,,,26
876,TD/dirk2.cha,CAR,how about looking at the story right here?,,,26
877,TD/dirk2.cha,CHI,do it again.,1.0,,26
878,TD/dirk2.cha,CAR,no.,,,26
879,TD/dirk2.cha,CAR,no more.,,,26
880,TD/dirk2.cha,CAR,not on me.,,,26
881,TD/dirk2.cha,CHI,I like that.,1.0,,26
882,TD/dirk2.cha,CAR,do you like it in the tractor?,,,26
883,TD/dirk2.cha,CHI,in tractor.,-1.0,determiner,26
884,TD/dirk2.cha,CAR,in the wagon.,,,26
885,TD/dirk2.cha,CAR,here they go.,,,26
886,TD/dirk2.cha,CAR,here they go bzz bzz.,,,26
887,TD/dirk2.cha,CAR,where are they going?,,,26
888,TD/dirk2.cha,CAR,in the barn?,,,26
889,TD/dirk2.cha,CHI,in the park.,1.0,,26
890,TD/dirk2.cha,CAR,in the park.,,,26
891,TD/dirk2.cha,CAR,what will they do at the park?,,,26
892,TD/dirk2.cha,CHI,ah do it.,-1.0,"subject, tense_aspect",26
893,TD/dirk2.cha,CAR,oh that chicken is going in here too.,,,26
894,TD/dirk2.cha,CAR,can he fit?,,,26
895,TD/dirk2.cha,CAR,is he going into the park too?,,,26
896,TD/dirk2.cha,CHI,ya.,,,26
897,TD/dirk2.cha,CAR,what will he do at the park?,,,26
898,TD/dirk2.cha,CHI,fall down.,1.0,,26
899,TD/dirk2.cha,CHI,get out.,1.0,,26
900,TD/dirk2.cha,CAR,get out.,,,26
901,TD/dirk2.cha,CAR,what's he going to ride on?,,,26
902,TD/dirk2.cha,CHI,get out.,0.0,,26
903,TD/dirk2.cha,CAR,get out.,,,26
904,TD/dirk2.cha,CHI,they're all at the park.,1.0,,26
905,TD/dirk2.cha,CHI,that.,,,26
906,TD/dirk2.cha,CAR,what will he do here in the park?,,,26
907,TD/dirk2.cha,CHI,that.,,,26
908,TD/dirk2.cha,CAR,swing on the swings?,,,26
909,TD/dirk2.cha,CHI,where is swing?,-1.0,determiner,26
910,TD/dirk2.cha,CAR,where is the swing?,,,26
911,TD/dirk2.cha,CAR,where is the swing?,,,26
912,TD/dirk2.cha,CAR,oh the swing is over in the in the.,,,26
913,TD/dirk2.cha,CAR,why don't you play here a second and I'll get it.,,,26
914,TD/dirk2.cha,CAR,be careful at the wire.,,,26
915,TD/dirk2.cha,CAR,here is the swing.,,,26
916,TD/dirk2.cha,CAR,here is the slide.,,,26
917,TD/dirk2.cha,CAR,your sister.,,,26
918,TD/dirk2.cha,CAR,okay be careful at the wire.,,,26
919,TD/dirk2.cha,CAR,that's a good boy.,,,26
920,TD/dirk2.cha,CAR,here is the swing.,,,26
921,TD/dirk2.cha,CAR,here is the slide.,,,26
922,TD/dirk2.cha,CHI,down.,,,26
923,TD/dirk2.cha,CAR,is that farmer going on the swing first?,,,26
924,TD/dirk2.cha,CHI,ya.,,,26
925,TD/dirk2.cha,CAR,can he get on there?,,,26
926,TD/dirk2.cha,CAR,oh listen to Stephie.,,,26
927,TD/dirk2.cha,CAR,here is someone to go on the swings.,,,26
928,TD/dirk2.cha,CAR,there.,,,26
929,TD/dirk2.cha,CAR,the little girl and the dog.,,,26
930,TD/dirk2.cha,CAR,there.,,,26
931,TD/dirk2.cha,CAR,this boy and this farmer have to get out now.,,,26
932,TD/dirk2.cha,CAR,there now.,,,26
933,TD/dirk2.cha,CAR,swing then.,,,26
934,TD/dirk2.cha,CHI,walk this line walk up this line.,0.0,,26
935,TD/dirk2.cha,CHI,walk this line.,-1.0,"subject, tense_aspect",26
936,TD/dirk2.cha,CAR,dzzz.,,,26
937,TD/dirk2.cha,CAR,here it goes.,,,26
938,TD/dirk2.cha,CHI,wee down.,0.0,,26
939,TD/dirk2.cha,CAR,wee down.,,,26
940,TD/dirk2.cha,CHI,wee down.,0.0,,26
941,TD/dirk2.cha,CAR,wee down the slide.,,,26
942,TD/dirk2.cha,CHI,wee down slide.,-1.0,"subject, determiner",26
943,TD/dirk2.cha,CAR,does this chicken wanna go too?,,,26
944,TD/dirk2.cha,CAR,up up.,,,26
945,TD/dirk2.cha,CAR,down he goes.,,,26
946,TD/dirk2.cha,CHI,up.,,,26
947,TD/dirk2.cha,CHI,up.,,,26
948,TD/dirk2.cha,CAR,who goes up?,,,26
949,TD/dirk2.cha,CHI,man.,,,26
950,TD/dirk2.cha,CAR,that's the little boy.,,,26
951,TD/dirk2.cha,CAR,see?,,,26
952,TD/dirk2.cha,CAR,he is smaller.,,,26
953,TD/dirk2.cha,CAR,see?,,,26
954,TD/dirk2.cha,CAR,the man is taller and he is bigger than the boy.,,,26
955,TD/dirk2.cha,CHI,bigger man.,-1.0,determiner,26
956,TD/dirk2.cha,CAR,this is a little boy too but he has a hat on.,,,26
957,TD/dirk2.cha,CAR,see?,,,26
958,TD/dirk2.cha,CAR,this one is bigger.,,,30
959,Thomas/020609.cha,CHI,oh no.,1.0,,30
960,Thomas/020609.cha,CAR,where has this come from?,,,30
961,Thomas/020609.cha,CAR,what is it?,,,30
962,Thomas/020609.cha,CAR,a piece of silver paper.,,,30
963,Thomas/020609.cha,CHI,yes.,,,30
964,Thomas/020609.cha,CAR,you've just found it on the floor haven't you?,,,30
965,Thomas/020609.cha,CHI,yes.,,,30
966,Thomas/020609.cha,CAR,where have we just been?,,,30
967,Thomas/020609.cha,CHI,playgroup.,,,30
968,Thomas/020609.cha,CAR,playgroup.,,,30
969,Thomas/020609.cha,CHI,no happy birthday.,-1.0,other,30
970,Thomas/020609.cha,CAR,no.,,,30
971,Thomas/020609.cha,CAR,there was no happy birthday today was there?,,,30
972,Thomas/020609.cha,CHI,no.,,,30
973,Thomas/020609.cha,CAR,they only sing happy birthday if it's somebody's birthday.,,,30
974,Thomas/020609.cha,CAR,ah are you disappointed?,,,30
975,Thomas/020609.cha,CHI,yes.,,,30
976,Thomas/020609.cha,CHI,not singing the words.,-1.0,"subject, present_progressive",30
977,Thomas/020609.cha,CAR,not singing the words.,,,30
978,Thomas/020609.cha,CHI,no.,,,30
979,Thomas/020609.cha,CAR,oh dear.,,,30
980,Thomas/020609.cha,CHI,hide the table.,0.0,,30
981,Thomas/020609.cha,CAR,hide under the table.,,,30
982,Thomas/020609.cha,CAR,no.,,,30
983,Thomas/020609.cha,CAR,I don't think so.,,,30
984,Thomas/020609.cha,CHI,hide the table.,0.0,,30
985,Thomas/020609.cha,CAR,no.,,,30
986,Thomas/020609.cha,CAR,"I think what we'll do, Thomas.",,,30
987,Thomas/020609.cha,CAR,we'll get you changed.,,,30
988,Thomas/020609.cha,CAR,let's get you changed and then we can have lunch.,,,30
989,Thomas/020609.cha,CAR,because.,,,30
990,Thomas/020609.cha,CAR,where've we been?,,,30
991,Thomas/020609.cha,CHI,me got fire engine.,-1.0,"determiner, determiner",30
992,Thomas/020609.cha,CAR,are you going to play with the fire engine again?,,,30
993,Thomas/020609.cha,CHI,yes.,,,30
994,Thomas/020609.cha,CAR,where've we been?,,,30
995,Thomas/020609.cha,CAR,a sausagerollshop.,,,30
996,Thomas/020609.cha,CAR,that's how you can tell it's Tuesday.,,,30
997,Thomas/020609.cha,CAR,we go to the sausage roll shop on Tuesdays don't we?,,,30
998,Thomas/020609.cha,CHI,oh no no no no.,1.0,,30
999,Thomas/020609.cha,CHI,not me changed.,-1.0,"determiner, tense_aspect",30
1000,Thomas/020609.cha,CAR,"yes, darling.",,,30
1001,Thomas/020609.cha,CAR,you need changing.,,,30
1002,Thomas/020609.cha,CHI,no.,,,30
1003,Thomas/020609.cha,CHI,play a fire engine.,-1.0,"subject, tense_aspect",30
1004,Thomas/020609.cha,CAR,you wanna play with the fire engine.,,,30
1005,Thomas/020609.cha,CHI,yes.,,,30
1006,Thomas/020609.cha,CAR,oh perhaps you don't need your nappie changing.,,,30
1007,Thomas/020609.cha,CHI,no.,,,30
1008,Thomas/020609.cha,CAR,we'll change it after lunch shall we?,,,30
1009,Thomas/020609.cha,CAR,yes.,,,30
1010,Thomas/020609.cha,CAR,we'll change it after lunch shall we?,,,30
1011,Thomas/020609.cha,CAR,you'll need changing then won't you?,,,30
1012,Thomas/020609.cha,CHI,yes.,,,30
1013,Thomas/020609.cha,CAR,yes.,,,30
1014,Thomas/020609.cha,CHI,yes.,,,30
1015,Thomas/020609.cha,CHI,watch Thomas.,0.0,,30
1016,Thomas/020609.cha,CHI,mind the dressing gown.,0.0,,30
1017,Thomas/020609.cha,CAR,mind the dressing gown.,,,30
1018,Thomas/020609.cha,CAR,that's your pyjamas.,,,30
1019,Thomas/020609.cha,CHI,mind the pyjamas.,0.0,,30
1020,Thomas/020609.cha,CAR,mind the pyjamas.,,,30
1021,Thomas/020609.cha,CHI,yes.,,,30
1022,Thomas/020609.cha,CAR,we need to wash your hands as well before lunch.,,,30
1023,Thomas/020609.cha,CHI,a trailer too.,0.0,,30
1024,Thomas/020609.cha,CAR,and there's a trailer too.,,,30
1025,Thomas/020609.cha,CAR,you can see that on the floor can you?,,,30
1026,Thomas/020609.cha,CHI,no no no trailer.,-1.0,determiner,30
1027,Thomas/020609.cha,CAR,no trailer.,,,30
1028,Thomas/020609.cha,CHI,no.,,,30
1029,Thomas/020609.cha,CAR,"I think it's the train you're thinking of, Thomas.",,,30
1030,Thomas/020609.cha,CAR,shall I find the train?,,,30
1031,Thomas/020609.cha,CHI,yes.,,,30
1032,Thomas/020609.cha,CHI,another train please.,1.0,,30
1033,Thomas/020609.cha,CAR,there we are.,,,30
1034,Thomas/020609.cha,CAR,you like playing with your train having your lunch don't you?,,,30
1035,Thomas/020609.cha,CHI,yes.,,,30
1036,Thomas/020609.cha,CAR,right.,,,30
1037,Thomas/020609.cha,CAR,you just wash your hands first.,,,30
1038,Thomas/020609.cha,CHI,beebeebabeeba.,,,30
1039,Thomas/020609.cha,CAR,beebabeeba.,,,30
1040,Thomas/020609.cha,CHI,oh no.,1.0,,30
1041,Thomas/020609.cha,CHI,oh driver.,-1.0,determiner,30
1042,Thomas/020609.cha,CHI,on the table driver.,-1.0,"verb, determiner",30
1043,Thomas/020609.cha,CAR,driver.,,,30
1044,Thomas/020609.cha,CHI,on the table.,0.0,,30
1045,Thomas/020609.cha,CAR,there we are.,,,30
1046,Thomas/020609.cha,CAR,give your hands a nice wash.,,,30
1047,Thomas/020609.cha,CAR,your hands feel quite cold.,,,30
1048,Thomas/020609.cha,CAR,did we walk to playgroup with Jo and Becky this morning?,,,30
1049,Thomas/020609.cha,CHI,yes.,,,30
1050,Thomas/020609.cha,CAR,and what have we found out about Aunty Jo?,,,30
1051,Thomas/020609.cha,CAR,she's going to have a baby isn't she?,,,30
1052,Thomas/020609.cha,CHI,yes.,,,30
1053,Thomas/020609.cha,CAR,as well as Becky to look after she's going to have a little baby next Summer.,,,30
1054,Thomas/020609.cha,CHI,little baby.,-1.0,determiner,30
1055,Thomas/020609.cha,CAR,a little baby next Summer.,,,30
1056,Thomas/020609.cha,CAR,yes.,,,30
1057,Thomas/020609.cha,CAR,we thought she was walking very slowly up the hill didn't we?,,,30
1058,Thomas/020609.cha,CAR,this morning.,,,30
1059,Thomas/020609.cha,CHI,yes.,,,30
1060,Thomas/020609.cha,CAR,and she's tired that's why.,,,30
1061,Thomas/020609.cha,CHI,tired.,,,30
1062,Thomas/020609.cha,CAR,she's tired Aunty Jo.,,,30
1063,Thomas/020609.cha,CAR,oh like that.,,,30
1064,Thomas/020609.cha,CAR,yes.,,,30
1065,Thomas/020609.cha,CAR,I think that's what she said.,,,30
1066,Thomas/020609.cha,CAR,she said.,,,30
1067,Thomas/020609.cha,CAR,which is what Mummy says about that hill doesn't she?,,,30
1068,Thomas/020609.cha,CAR,are you imitating Mummy?,,,30
1069,Thomas/020609.cha,CHI,a trailer please.,1.0,,30
1070,Thomas/020609.cha,CAR,just a second.,,,30
1071,Thomas/020609.cha,CAR,right.,,,30
1072,Thomas/020609.cha,CAR,let's put a bib on because we're going to have lunch aren't we?,,,30
1073,Thomas/020609.cha,CHI,no lunch.,-1.0,other,30
1074,Thomas/020609.cha,CHI,no.,,,30
1075,Thomas/020609.cha,CAR,oh yes.,,,30
1076,Thomas/020609.cha,CAR,I think we'll have some lunch.,,,30
1077,Thomas/020609.cha,CHI,no.,,,30
1078,Thomas/020609.cha,CAR,no.,,,30
1079,Thomas/020609.cha,CAR,are you not hungry?,,,30
1080,Thomas/020609.cha,CHI,no.,,,30
1081,Thomas/020609.cha,CAR,oh right.,,,30
1082,Thomas/020609.cha,CAR,oh well if you're not hungry.,,,30
1083,Thomas/020609.cha,CAR,"but I bet you are really, Thomas aren't you?",,,30
1084,Thomas/020609.cha,CHI,no.,,,30
1085,Thomas/020609.cha,CAR,oh that's what you tell me.,,,30
1086,Thomas/020609.cha,CAR,there we are.,,,30
1087,Thomas/020609.cha,CAR,there's a bit of fluff in the train isn't there?,,,30
